benchmark,mode,setup_s,gen_s,exec_s,import_s,overhead_s,total_s,exec_pct,gen_pct
abs_diff_i32_o16,sequential,2.0632,14.8356,594.3708,0.0173,0.0032,611.2902,97.2,2.4
abs_diff_i32_o16,parallel,2.0728,14.9528,16.6948,0.0147,0.0035,33.7386,49.5,44.3
