benchmark,num_inputs,num_outputs,num_cpu_cores,et,et_frac,repeat,full_s,full_calls,partial_s,partial_calls,prefilter_s,prefilter_calls,skipped_vs_full
adder_i24_o13,24,13,128,512,1/16,1,6.529,182,5.6236,147,6.2614,147,35
adder_i24_o13,24,13,128,1024,1/8,1,6.529,182,6.0845,162,6.41,162,20
adder_i24_o13,24,13,128,2048,1/4,1,6.529,182,6.5069,178,7.1418,178,4
adder_i24_o13,24,13,128,4096,1/2,1,6.529,182,6.6929,182,6.8371,182,0
adder_i24_o13,24,13,128,512,1/16,2,7.1814,182,5.9578,147,6.4781,147,35
adder_i24_o13,24,13,128,1024,1/8,2,7.1814,182,6.0673,162,6.6736,162,20
adder_i24_o13,24,13,128,2048,1/4,2,7.1814,182,6.3126,178,6.6593,178,4
adder_i24_o13,24,13,128,4096,1/2,2,7.1814,182,6.5635,182,6.8953,182,0
adder_i24_o13,24,13,128,512,1/16,3,6.9576,182,6.1759,147,6.623,147,35
adder_i24_o13,24,13,128,1024,1/8,3,6.9576,182,6.2681,162,6.847,162,20
adder_i24_o13,24,13,128,2048,1/4,3,6.9576,182,6.6204,178,6.9683,178,4
adder_i24_o13,24,13,128,4096,1/2,3,6.9576,182,6.6923,182,7.2507,182,0
