benchmark,num_inputs,num_outputs,num_cpu_cores,et,et_frac,repeat,full_s,full_calls,partial_s,partial_calls,prefilter_s,prefilter_calls,skipped_vs_full
adder_i32_o17,32,17,128,8192,1/16,1,43.6347,263,41.6941,222,42.3099,222,41
adder_i32_o17,32,17,128,16384,1/8,1,43.6347,263,43.1637,243,42.5573,243,20
adder_i32_o17,32,17,128,32768,1/4,1,43.6347,263,42.3984,259,42.3717,259,4
adder_i32_o17,32,17,128,65536,1/2,1,43.6347,263,42.209,263,42.5964,263,0
adder_i32_o17,32,17,128,8192,1/16,2,44.1314,263,41.7399,222,41.549,222,41
adder_i32_o17,32,17,128,16384,1/8,2,44.1314,263,41.6764,243,41.8167,243,20
adder_i32_o17,32,17,128,32768,1/4,2,44.1314,263,42.3727,259,42.0502,259,4
adder_i32_o17,32,17,128,65536,1/2,2,44.1314,263,42.5059,263,43.0145,263,0
adder_i32_o17,32,17,128,8192,1/16,3,42.8907,263,41.9081,222,42.7495,222,41
adder_i32_o17,32,17,128,16384,1/8,3,42.8907,263,42.1186,243,42.597,243,20
adder_i32_o17,32,17,128,32768,1/4,3,42.8907,263,42.0822,259,43.0666,259,4
adder_i32_o17,32,17,128,65536,1/2,3,42.8907,263,42.399,263,45.7516,263,0
