benchmark,mode,setup_s,gen_s,exec_s,import_s,overhead_s,total_s,exec_pct,gen_pct
abs_diff_i4_o2,sequential,1.2451,0.0316,4.3177,0.0014,0.0002,5.596,77.2,0.6
abs_diff_i4_o2,parallel,1.1788,0.0334,0.3981,0.001,0.0003,1.6115,24.7,2.1
