iteration,error_threshold,circuit_to_approximate,annotated_graphs_initialization_time,labelling_time,subgraph_extraction_time,subgraph_nodes_count,subgraph_inputs_count,subgraph_outputs_count,cell_coord_0,cell_coord_1,grid_phase_definition_time,grid_phase_solution_time,status,cell_time,erroreval_annotated_graphs_initialization_time,verification_time,circuit_path,circuit_error,circuit_area,circuit_power,circuit_delay,circuit_is_best
1,4,verilog/current.v,0.4280790000000001,0.754194,0.4846109999999997,5,3,1,0,1,0.005075999999999414,0.3910469999999999,SAT,0.39743000000000084,0.25954599999999983,0.24640700000000004,verilog/gen_iter1_model0.v,1,107.939,0.0,0.0,True
2,4,verilog/gen_iter1_model0.v,0.48601700000000037,0.726477,0.9420260000000003,5,3,1,0,1,0.004373999999998546,0.6906460000000001,SAT,0.6961250000000003,0.2521230000000001,0.2543760000000006,verilog/gen_iter2_model0.v,3,95.7372,0.0,0.0,True
3,4,verilog/gen_iter2_model0.v,0.45253999999999817,0.6064310000000006,0.6657540000000015,6,5,2,0,1,0.002953999999999013,0.46402199999999993,SAT,0.4675560000000001,0.20500200000000213,0.25272700000000015,verilog/gen_iter3_model0.v,4,83.0661,0.0,0.0,True
4,8,verilog/gen_iter3_model0.v,0.42417700000000025,0.6478000000000002,1.3937160000000013,11,4,1,0,1,0.004056000000002058,0.4295800000000014,SAT,0.4346540000000001,0.24313500000000232,0.24814999999999898,verilog/gen_iter4_model0.v,8,66.6406,0.0,0.0,True
5,8,verilog/gen_iter4_model0.v,0.4507439999999985,0.6280540000000006,1.1421410000000023,8,2,3,0,1,0.0040940000000020405,0.42386899999999983,UNSAT,0.42884300000000053,,,,,,,,
5,8,verilog/gen_iter4_model0.v,0.4507439999999985,0.6280540000000006,1.1421410000000023,8,2,3,1,1,0.004684000000001021,0.5837129999999995,UNSAT,0.5885270000000027,,,,,,,,
5,8,verilog/gen_iter4_model0.v,0.4507439999999985,0.6280540000000006,1.1421410000000023,8,2,3,2,1,0.004736999999998659,0.5992580000000025,UNSAT,0.6041139999999992,,,,,,,,
5,8,verilog/gen_iter4_model0.v,0.4507439999999985,0.6280540000000006,1.1421410000000023,8,2,3,1,2,0.006467000000000667,0.6958559999999991,UNSAT,0.7024340000000002,,,,,,,,
5,8,verilog/gen_iter4_model0.v,0.4507439999999985,0.6280540000000006,1.1421410000000023,8,2,3,2,2,0.022999999999996135,0.7537239999999947,SAT,0.7768349999999984,0.2214199999999984,0.23994900000000285,verilog/gen_iter5_model0.v,8,66.6406,0.0,0.0,True
6,12,verilog/gen_iter5_model0.v,0.44961699999999993,0.6333059999999975,1.1446209999999972,8,2,3,,,,,,,,,,,,,,
7,16,verilog/gen_iter5_model0.v,0.46416100000000426,0.6425000000000018,1.1523269999999997,9,6,2,0,1,0.0045020000000022264,0.5191970000000019,UNSAT,0.5246070000000032,,,,,,,,
7,16,verilog/gen_iter5_model0.v,0.46416100000000426,0.6425000000000018,1.1523269999999997,9,6,2,1,1,0.005894999999995321,1.1107800000000054,UNSAT,1.1167979999999993,,,,,,,,
7,16,verilog/gen_iter5_model0.v,0.46416100000000426,0.6425000000000018,1.1523269999999997,9,6,2,2,1,0.005783999999998457,1.1204609999999988,SAT,1.126380999999995,0.21022100000000066,0.23801600000000178,verilog/gen_iter7_model0.v,16,61.9476,0.0,0.0,True
8,16,verilog/gen_iter7_model0.v,0.48913200000000145,0.619559000000006,0.9521130000000042,11,4,2,0,1,0.004194999999999283,0.46440199999999976,UNSAT,0.4694529999999979,,,,,,,,
8,16,verilog/gen_iter7_model0.v,0.48913200000000145,0.619559000000006,0.9521130000000042,11,4,2,1,1,0.004777999999998173,0.8344030000000018,UNSAT,0.8393160000000037,,,,,,,,
8,16,verilog/gen_iter7_model0.v,0.48913200000000145,0.619559000000006,0.9521130000000042,11,4,2,2,1,0.004804999999997506,0.7814239999999977,UNSAT,0.7863579999999963,,,,,,,,
8,16,verilog/gen_iter7_model0.v,0.48913200000000145,0.619559000000006,0.9521130000000042,11,4,2,1,2,0.005586999999998454,0.8871189999999984,UNSAT,0.8928300000000036,,,,,,,,
8,16,verilog/gen_iter7_model0.v,0.48913200000000145,0.619559000000006,0.9521130000000042,11,4,2,2,2,0.005525999999996145,1.5177189999999996,SAT,1.523381999999998,0.1856690000000043,0.2163930000000036,verilog/gen_iter8_model0.v,16,61.009,0.0,0.0,True
9,16,verilog/gen_iter8_model0.v,0.41059800000000024,0.5442099999999996,0.48192500000000393,6,3,3,0,1,0.0023589999999984457,0.46460900000000294,UNSAT,0.46743800000000135,,,,,,,,
9,16,verilog/gen_iter8_model0.v,0.41059800000000024,0.5442099999999996,0.48192500000000393,6,3,3,1,1,0.002529000000002668,1.1700760000000017,UNSAT,1.1726910000000075,,,,,,,,
9,16,verilog/gen_iter8_model0.v,0.41059800000000024,0.5442099999999996,0.48192500000000393,6,3,3,2,1,0.0028759999999934394,0.8780440000000027,UNSAT,0.8810140000000004,,,,,,,,
9,16,verilog/gen_iter8_model0.v,0.41059800000000024,0.5442099999999996,0.48192500000000393,6,3,3,1,2,0.003833999999990567,1.3603089999999938,UNSAT,1.3642230000000026,,,,,,,,
