iteration,error_threshold,circuit_to_approximate,annotated_graphs_initialization_time,labelling_time,subgraph_extraction_time,subgraph_nodes_count,subgraph_inputs_count,subgraph_outputs_count,cell_coord_0,cell_coord_1,grid_phase_definition_time,grid_phase_solution_time,status,cell_time,erroreval_annotated_graphs_initialization_time,verification_time,circuit_path,circuit_error,circuit_area,circuit_power,circuit_delay,circuit_is_best
1,1,verilog/current.v,0.573202,0.8779990000000004,0.1895629999999997,5,3,1,0,1,0.0036820000000008513,0.36661199999999994,SAT,0.37097099999999994,0.29640700000000075,0.31884500000000093,verilog/gen_iter1_model0.v,1,62.8862,0.0,0.0,True
2,1,verilog/gen_iter1_model0.v,0.6047880000000001,0.8966049999999983,2.039312,0,0,0,,,,,,,,,,,,,,
3,2,verilog/gen_iter1_model0.v,0.6038209999999999,1.1412430000000011,0.590207999999997,5,3,1,0,1,0.007103000000000748,0.3665009999999995,SAT,0.3745179999999966,0.2934909999999995,0.33025400000000005,verilog/gen_iter3_model0.v,2,53.5002,0.0,0.0,True
4,2,verilog/gen_iter3_model0.v,0.7247829999999986,0.9322420000000005,1.2936219999999992,2,2,1,0,1,0.0033059999999967005,0.3190830000000009,SAT,0.3231459999999995,0.26823199999999936,0.3090470000000014,verilog/gen_iter4_model0.v,2,47.8686,0.0,0.0,True
5,2,verilog/gen_iter4_model0.v,0.5470019999999991,0.8413769999999996,1.030503000000003,0,0,0,,,,,,,,,,,,,,
6,3,verilog/gen_iter4_model0.v,0.48987400000000036,0.7455289999999977,1.049430000000001,0,0,0,,,,,,,,,,,,,,
7,4,verilog/gen_iter4_model0.v,0.556866000000003,0.8161710000000006,0.3497960000000049,5,3,1,0,1,0.0019490000000033092,0.4049660000000017,UNSAT,0.40768699999999924,,,,,,,,
7,4,verilog/gen_iter4_model0.v,0.556866000000003,0.8161710000000006,0.3497960000000049,5,3,1,1,1,0.006592000000004816,0.34614999999999796,SAT,0.3529879999999963,0.2756640000000026,0.31885499999999567,verilog/gen_iter7_model0.v,4,43.6449,0.0,0.0,True
