iteration,error_threshold,circuit_to_approximate,annotated_graphs_initialization_time,labelling_time,subgraph_extraction_time,subgraph_nodes_count,subgraph_inputs_count,subgraph_outputs_count,cell_coord_0,cell_coord_1,grid_phase_definition_time,grid_phase_solution_time,status,cell_time,erroreval_annotated_graphs_initialization_time,verification_time,circuit_path,circuit_error,circuit_area,circuit_power,circuit_delay,circuit_is_best
1,8,verilog/current.v,0.6269250000000002,11.409977999999999,4.364624000000003,5,3,1,0,1,0.004226000000002728,0.589890999999998,SAT,0.5952069999999985,0.3473499999999987,0.33540700000000356,verilog/gen_iter1_model0.v,8,224.7947,0.0,0.0,True
2,8,verilog/gen_iter1_model0.v,0.6928739999999998,1.9344840000000012,10.346243000000001,7,6,3,0,1,0.008833999999993125,0.678760999999998,UNSAT,0.6894640000000045,,,,,,,,
2,8,verilog/gen_iter1_model0.v,0.6928739999999998,1.9344840000000012,10.346243000000001,7,6,3,1,1,0.009926000000000101,0.8363789999999938,UNSAT,0.8464439999999982,,,,,,,,
2,8,verilog/gen_iter1_model0.v,0.6928739999999998,1.9344840000000012,10.346243000000001,7,6,3,2,1,0.00951600000001207,0.809667999999995,UNSAT,0.8193419999999989,,,,,,,,
2,8,verilog/gen_iter1_model0.v,0.6928739999999998,1.9344840000000012,10.346243000000001,7,6,3,1,2,0.012526999999998623,1.3276010000000014,UNSAT,1.340284000000004,,,,,,,,
2,8,verilog/gen_iter1_model0.v,0.6928739999999998,1.9344840000000012,10.346243000000001,7,6,3,2,2,0.011523999999994317,2.6551859999999934,UNSAT,2.666862000000002,,,,,,,,
3,16,verilog/gen_iter1_model0.v,0.6127529999999979,29.13056499999999,5.933751000000001,9,7,2,0,1,0.004590999999990686,0.721412000000015,UNSAT,0.7270359999999982,,,,,,,,
3,16,verilog/gen_iter1_model0.v,0.6127529999999979,29.13056499999999,5.933751000000001,9,7,2,1,1,0.005456999999992718,0.9913710000000009,UNSAT,0.9969139999999896,,,,,,,,
3,16,verilog/gen_iter1_model0.v,0.6127529999999979,29.13056499999999,5.933751000000001,9,7,2,2,1,0.004500000000007276,1.377198000000007,UNSAT,1.381809000000004,,,,,,,,
3,16,verilog/gen_iter1_model0.v,0.6127529999999979,29.13056499999999,5.933751000000001,9,7,2,1,2,0.006020000000006576,1.3061089999999922,UNSAT,1.3122379999999936,,,,,,,,
