iteration,error_threshold,circuit_to_approximate,annotated_graphs_initialization_time,labelling_time,subgraph_extraction_time,subgraph_nodes_count,subgraph_inputs_count,subgraph_outputs_count,cell_coord_0,cell_coord_1,grid_phase_definition_time,grid_phase_solution_time,status,cell_time,erroreval_annotated_graphs_initialization_time,verification_time,circuit_path,circuit_error,circuit_area,circuit_power,circuit_delay,circuit_is_best
1,1,verilog/current.v,0.3268390000000001,0.4816480000000003,0.04727199999999998,5,3,1,0,1,0.0022899999999999032,0.11734,SAT,0.12014799999999992,0.16307899999999975,0.2493289999999999,verilog/gen_iter1_model0.v,1,17.8334,0.0,0.0,True
2,1,verilog/gen_iter1_model0.v,0.3173569999999999,0.4706799999999993,0.10105599999999981,0,0,0,,,,,,,,,,,,,,
3,2,verilog/gen_iter1_model0.v,0.31367299999999965,0.4562230000000005,0.06824100000000044,5,3,1,0,1,0.0017999999999993577,0.12081500000000034,SAT,0.12299500000000041,0.1464439999999989,0.1800740000000003,verilog/gen_iter3_model0.v,2,5.6316,0.0,0.0,True
