benchmark,mode,setup_s,gen_s,exec_s,import_s,overhead_s,total_s,exec_pct,gen_pct
abs_diff_i10_o5,sequential,1.2487,0.9828,30.5566,0.0043,0.0008,32.7932,93.2,3.0
abs_diff_i10_o5,parallel,1.2249,0.9965,1.5918,0.004,0.0009,3.8182,41.7,26.1
