benchmark,mode,setup_s,gen_s,exec_s,import_s,overhead_s,total_s,exec_pct,gen_pct
madd_i6_o4,sequential,1.1326,0.1261,9.9565,0.0021,0.0003,11.2176,88.8,1.1
madd_i6_o4,parallel,1.1156,0.1356,0.8343,0.0017,0.0003,2.0875,40.0,6.5
