benchmark,mode,setup_s,gen_s,exec_s,import_s,overhead_s,total_s,exec_pct,gen_pct
abs_diff_i20_o10,sequential,1.6619,7.0734,108.9088,0.0108,0.0022,117.6572,92.6,6.0
abs_diff_i20_o10,parallel,1.6807,6.8746,3.5791,0.0106,0.0023,12.1473,29.5,56.6
