benchmark,mode,setup_s,gen_s,exec_s,import_s,overhead_s,total_s,exec_pct,gen_pct
adder_i24_o13,sequential,1.2849,2.2027,69.8,0.0063,0.0012,73.2951,95.2,3.0
adder_i24_o13,parallel,1.2772,2.2508,2.8579,0.0058,0.0013,6.3929,44.7,35.2
