benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
mul_i14_o14,14,14,128,5,1,1024,1/16,1,52.3251,670,11.1199,11,11.3149,11
mul_i14_o14,14,14,128,5,1,2048,1/8,1,52.3251,670,11.1199,11,10.7858,11
mul_i14_o14,14,14,128,5,1,4096,1/4,1,52.3251,670,11.1199,11,11.2959,11
mul_i14_o14,14,14,128,5,1,8192,1/2,1,52.3251,670,11.1199,11,11.1508,11
mul_i14_o14,14,14,128,5,2,1024,1/16,1,52.3251,670,49.8453,653,47.3246,582
mul_i14_o14,14,14,128,5,2,2048,1/8,1,52.3251,670,49.8453,653,51.2197,626
mul_i14_o14,14,14,128,5,2,4096,1/4,1,52.3251,670,49.8453,653,52.3389,649
mul_i14_o14,14,14,128,5,2,8192,1/2,1,52.3251,670,49.8453,653,50.7208,653
mul_i14_o14,14,14,128,5,3,1024,1/16,1,52.3251,670,48.782,633,47.3601,562
mul_i14_o14,14,14,128,5,3,2048,1/8,1,52.3251,670,48.782,633,48.2228,606
mul_i14_o14,14,14,128,5,3,4096,1/4,1,52.3251,670,48.782,633,49.5553,629
mul_i14_o14,14,14,128,5,3,8192,1/2,1,52.3251,670,48.782,633,48.2857,633
mul_i14_o14,14,14,128,5,1,1024,1/16,2,53.0732,670,52.1373,637,44.5973,566
mul_i14_o14,14,14,128,5,1,2048,1/8,2,53.0732,670,52.1373,637,48.2277,610
mul_i14_o14,14,14,128,5,1,4096,1/4,2,53.0732,670,52.1373,637,50.3013,633
mul_i14_o14,14,14,128,5,1,8192,1/2,2,53.0732,670,52.1373,637,51.3187,637
mul_i14_o14,14,14,128,5,2,1024,1/16,2,53.0732,670,49.6396,629,48.9534,558
mul_i14_o14,14,14,128,5,2,2048,1/8,2,53.0732,670,49.6396,629,50.2299,602
mul_i14_o14,14,14,128,5,2,4096,1/4,2,53.0732,670,49.6396,629,47.4044,625
mul_i14_o14,14,14,128,5,2,8192,1/2,2,53.0732,670,49.6396,629,47.1356,629
mul_i14_o14,14,14,128,5,3,1024,1/16,2,53.0732,670,49.574,641,45.9059,570
mul_i14_o14,14,14,128,5,3,2048,1/8,2,53.0732,670,49.574,641,49.2453,614
mul_i14_o14,14,14,128,5,3,4096,1/4,2,53.0732,670,49.574,641,49.3799,637
mul_i14_o14,14,14,128,5,3,8192,1/2,2,53.0732,670,49.574,641,50.9429,641
mul_i14_o14,14,14,128,5,1,1024,1/16,3,50.7125,670,47.8831,637,48.2874,566
mul_i14_o14,14,14,128,5,1,2048,1/8,3,50.7125,670,47.8831,637,50.0673,610
mul_i14_o14,14,14,128,5,1,4096,1/4,3,50.7125,670,47.8831,637,51.1131,633
mul_i14_o14,14,14,128,5,1,8192,1/2,3,50.7125,670,47.8831,637,48.8602,637
mul_i14_o14,14,14,128,5,2,1024,1/16,3,50.7125,670,51.6208,637,45.7902,566
mul_i14_o14,14,14,128,5,2,2048,1/8,3,50.7125,670,51.6208,637,50.5378,610
mul_i14_o14,14,14,128,5,2,4096,1/4,3,50.7125,670,51.6208,637,49.6984,633
mul_i14_o14,14,14,128,5,2,8192,1/2,3,50.7125,670,51.6208,637,50.6938,637
mul_i14_o14,14,14,128,5,3,1024,1/16,3,50.7125,670,50.6207,645,46.7635,574
mul_i14_o14,14,14,128,5,3,2048,1/8,3,50.7125,670,50.6207,645,50.3012,618
mul_i14_o14,14,14,128,5,3,4096,1/4,3,50.7125,670,50.6207,645,48.1009,641
mul_i14_o14,14,14,128,5,3,8192,1/2,3,50.7125,670,50.6207,645,49.6826,645
