benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
adder_i6_o4,6,4,128,5,1,1,1/16,1,2.2977,37,1.9453,32,0.848,2
adder_i6_o4,6,4,128,5,1,2,1/8,1,2.2977,37,1.9453,32,0.9954,15
adder_i6_o4,6,4,128,5,1,4,1/4,1,2.2977,37,1.9453,32,1.8542,30
adder_i6_o4,6,4,128,5,1,8,1/2,1,2.2977,37,1.9453,32,1.4514,32
adder_i6_o4,6,4,128,5,2,1,1/16,1,2.2977,37,1.8927,32,0.7858,2
adder_i6_o4,6,4,128,5,2,2,1/8,1,2.2977,37,1.8927,32,1.6067,15
adder_i6_o4,6,4,128,5,2,4,1/4,1,2.2977,37,1.8927,32,1.1862,30
adder_i6_o4,6,4,128,5,2,8,1/2,1,2.2977,37,1.8927,32,2.4378,32
adder_i6_o4,6,4,128,5,3,1,1/16,1,2.2977,37,1.1332,27,0.7352,1
adder_i6_o4,6,4,128,5,3,2,1/8,1,2.2977,37,1.1332,27,0.8298,10
adder_i6_o4,6,4,128,5,3,4,1/4,1,2.2977,37,1.1332,27,1.3396,25
adder_i6_o4,6,4,128,5,3,8,1/2,1,2.2977,37,1.1332,27,1.201,27
adder_i6_o4,6,4,128,5,1,1,1/16,2,2.2399,37,2.0032,32,0.8494,2
adder_i6_o4,6,4,128,5,1,2,1/8,2,2.2399,37,2.0032,32,0.9692,15
adder_i6_o4,6,4,128,5,1,4,1/4,2,2.2399,37,2.0032,32,1.4957,30
adder_i6_o4,6,4,128,5,1,8,1/2,2,2.2399,37,2.0032,32,1.4498,32
adder_i6_o4,6,4,128,5,2,1,1/16,2,2.2399,37,1.5637,27,0.7744,1
adder_i6_o4,6,4,128,5,2,2,1/8,2,2.2399,37,1.5637,27,1.4511,10
adder_i6_o4,6,4,128,5,2,4,1/4,2,2.2399,37,1.5637,27,1.1015,25
adder_i6_o4,6,4,128,5,2,8,1/2,2,2.2399,37,1.5637,27,2.0355,27
adder_i6_o4,6,4,128,5,3,1,1/16,2,2.2399,37,1.4263,27,0.7558,1
adder_i6_o4,6,4,128,5,3,2,1/8,2,2.2399,37,1.4263,27,1.4679,10
adder_i6_o4,6,4,128,5,3,4,1/4,2,2.2399,37,1.4263,27,1.3096,25
adder_i6_o4,6,4,128,5,3,8,1/2,2,2.2399,37,1.4263,27,1.9341,27
adder_i6_o4,6,4,128,5,1,1,1/16,3,2.0354,37,1.2412,20,1.0829,7
adder_i6_o4,6,4,128,5,1,2,1/8,3,2.0354,37,1.2412,20,1.0368,20
adder_i6_o4,6,4,128,5,1,4,1/4,3,2.0354,37,1.2412,20,1.1256,20
adder_i6_o4,6,4,128,5,1,8,1/2,3,2.0354,37,1.2412,20,1.0441,20
adder_i6_o4,6,4,128,5,2,1,1/16,3,2.0354,37,1.0144,7,1.1732,7
adder_i6_o4,6,4,128,5,2,2,1/8,3,2.0354,37,1.0144,7,0.8264,7
adder_i6_o4,6,4,128,5,2,4,1/4,3,2.0354,37,1.0144,7,0.8264,7
adder_i6_o4,6,4,128,5,2,8,1/2,3,2.0354,37,1.0144,7,1.1641,7
adder_i6_o4,6,4,128,5,3,1,1/16,3,2.0354,37,0.8018,7,0.8022,7
adder_i6_o4,6,4,128,5,3,2,1/8,3,2.0354,37,0.8018,7,1.0914,7
adder_i6_o4,6,4,128,5,3,4,1/4,3,2.0354,37,0.8018,7,0.8037,7
adder_i6_o4,6,4,128,5,3,8,1/2,3,2.0354,37,0.8018,7,0.9559,7
