benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
adder_i10_o6,10,6,128,5,1,4,1/16,1,2.8909,67,1.8571,49,1.1776,21
adder_i10_o6,10,6,128,5,1,8,1/8,1,2.8909,67,1.8571,49,1.5218,32
adder_i10_o6,10,6,128,5,1,16,1/4,1,2.8909,67,1.8571,49,1.7679,47
adder_i10_o6,10,6,128,5,1,32,1/2,1,2.8909,67,1.8571,49,1.8234,49
adder_i10_o6,10,6,128,5,2,4,1/16,1,2.8909,67,2.0325,57,1.2677,25
adder_i10_o6,10,6,128,5,2,8,1/8,1,2.8909,67,2.0325,57,1.6883,40
adder_i10_o6,10,6,128,5,2,16,1/4,1,2.8909,67,2.0325,57,2.0022,55
adder_i10_o6,10,6,128,5,2,32,1/2,1,2.8909,67,2.0325,57,2.0306,57
adder_i10_o6,10,6,128,5,3,4,1/16,1,2.8909,67,1.8827,49,1.1987,21
adder_i10_o6,10,6,128,5,3,8,1/8,1,2.8909,67,1.8827,49,1.446,32
adder_i10_o6,10,6,128,5,3,16,1/4,1,2.8909,67,1.8827,49,1.8141,47
adder_i10_o6,10,6,128,5,3,32,1/2,1,2.8909,67,1.8827,49,1.8507,49
adder_i10_o6,10,6,128,5,1,4,1/16,2,2.9135,67,2.0219,57,1.2706,25
adder_i10_o6,10,6,128,5,1,8,1/8,2,2.9135,67,2.0219,57,1.5887,40
adder_i10_o6,10,6,128,5,1,16,1/4,2,2.9135,67,2.0219,57,1.9827,55
adder_i10_o6,10,6,128,5,1,32,1/2,2,2.9135,67,2.0219,57,2.0776,57
adder_i10_o6,10,6,128,5,2,4,1/16,2,2.9135,67,1.7889,49,1.2086,21
adder_i10_o6,10,6,128,5,2,8,1/8,2,2.9135,67,1.7889,49,1.4202,32
adder_i10_o6,10,6,128,5,2,16,1/4,2,2.9135,67,1.7889,49,1.898,47
adder_i10_o6,10,6,128,5,2,32,1/2,2,2.9135,67,1.7889,49,1.9137,49
adder_i10_o6,10,6,128,5,3,4,1/16,2,2.9135,67,2.1648,62,1.3316,30
adder_i10_o6,10,6,128,5,3,8,1/8,2,2.9135,67,2.1648,62,1.7362,45
adder_i10_o6,10,6,128,5,3,16,1/4,2,2.9135,67,2.1648,62,2.0205,60
adder_i10_o6,10,6,128,5,3,32,1/2,2,2.9135,67,2.1648,62,2.0902,62
adder_i10_o6,10,6,128,5,1,4,1/16,3,2.8758,67,2.1016,62,1.3631,30
adder_i10_o6,10,6,128,5,1,8,1/8,3,2.8758,67,2.1016,62,1.7654,45
adder_i10_o6,10,6,128,5,1,16,1/4,3,2.8758,67,2.1016,62,2.0984,60
adder_i10_o6,10,6,128,5,1,32,1/2,3,2.8758,67,2.1016,62,2.0798,62
adder_i10_o6,10,6,128,5,2,4,1/16,3,2.8758,67,1.8602,53,1.1839,21
adder_i10_o6,10,6,128,5,2,8,1/8,3,2.8758,67,1.8602,53,1.4748,36
adder_i10_o6,10,6,128,5,2,16,1/4,3,2.8758,67,1.8602,53,1.8998,51
adder_i10_o6,10,6,128,5,2,32,1/2,3,2.8758,67,1.8602,53,2.0525,53
adder_i10_o6,10,6,128,5,3,4,1/16,3,2.8758,67,1.7605,49,1.1907,21
adder_i10_o6,10,6,128,5,3,8,1/8,3,2.8758,67,1.7605,49,1.3755,32
adder_i10_o6,10,6,128,5,3,16,1/4,3,2.8758,67,1.7605,49,1.7777,47
adder_i10_o6,10,6,128,5,3,32,1/2,3,2.8758,67,1.7605,49,1.8073,49
