benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
mul_i16_o16,16,16,128,5,1,4096,1/16,1,162.7138,902,157.1415,881,158.5304,800
mul_i16_o16,16,16,128,5,1,8192,1/8,1,162.7138,902,157.1415,881,156.7291,846
mul_i16_o16,16,16,128,5,1,16384,1/4,1,162.7138,902,157.1415,881,163.6567,877
mul_i16_o16,16,16,128,5,1,32768,1/2,1,162.7138,902,157.1415,881,160.6913,881
mul_i16_o16,16,16,128,5,2,4096,1/16,1,162.7138,902,166.9254,881,155.0343,800
mul_i16_o16,16,16,128,5,2,8192,1/8,1,162.7138,902,166.9254,881,156.7599,846
mul_i16_o16,16,16,128,5,2,16384,1/4,1,162.7138,902,166.9254,881,162.4831,877
mul_i16_o16,16,16,128,5,2,32768,1/2,1,162.7138,902,166.9254,881,167.2527,881
mul_i16_o16,16,16,128,5,3,4096,1/16,1,162.7138,902,158.5487,865,161.6845,784
mul_i16_o16,16,16,128,5,3,8192,1/8,1,162.7138,902,158.5487,865,156.1715,830
mul_i16_o16,16,16,128,5,3,16384,1/4,1,162.7138,902,158.5487,865,154.2748,861
mul_i16_o16,16,16,128,5,3,32768,1/2,1,162.7138,902,158.5487,865,159.9717,865
mul_i16_o16,16,16,128,5,1,4096,1/16,2,159.3789,902,160.8484,873,157.5626,792
mul_i16_o16,16,16,128,5,1,8192,1/8,2,159.3789,902,160.8484,873,162.9687,838
mul_i16_o16,16,16,128,5,1,16384,1/4,2,159.3789,902,160.8484,873,166.8463,869
mul_i16_o16,16,16,128,5,1,32768,1/2,2,159.3789,902,160.8484,873,163.2407,873
mul_i16_o16,16,16,128,5,2,4096,1/16,2,159.3789,902,163.1239,861,156.1294,780
mul_i16_o16,16,16,128,5,2,8192,1/8,2,159.3789,902,163.1239,861,162.9563,826
mul_i16_o16,16,16,128,5,2,16384,1/4,2,159.3789,902,163.1239,861,159.0425,857
mul_i16_o16,16,16,128,5,2,32768,1/2,2,159.3789,902,163.1239,861,166.5373,861
mul_i16_o16,16,16,128,5,3,4096,1/16,2,159.3789,902,162.4519,877,158.1313,796
mul_i16_o16,16,16,128,5,3,8192,1/8,2,159.3789,902,162.4519,877,166.7302,842
mul_i16_o16,16,16,128,5,3,16384,1/4,2,159.3789,902,162.4519,877,158.0239,873
mul_i16_o16,16,16,128,5,3,32768,1/2,2,159.3789,902,162.4519,877,160.1568,877
mul_i16_o16,16,16,128,5,1,4096,1/16,3,161.14,902,163.233,873,156.9615,792
mul_i16_o16,16,16,128,5,1,8192,1/8,3,161.14,902,163.233,873,161.0372,838
mul_i16_o16,16,16,128,5,1,16384,1/4,3,161.14,902,163.233,873,155.3761,869
mul_i16_o16,16,16,128,5,1,32768,1/2,3,161.14,902,163.233,873,161.0581,873
mul_i16_o16,16,16,128,5,2,4096,1/16,3,161.14,902,160.693,877,151.5895,796
mul_i16_o16,16,16,128,5,2,8192,1/8,3,161.14,902,160.693,877,163.3717,842
mul_i16_o16,16,16,128,5,2,16384,1/4,3,161.14,902,160.693,877,160.2662,873
mul_i16_o16,16,16,128,5,2,32768,1/2,3,161.14,902,160.693,877,160.8761,877
mul_i16_o16,16,16,128,5,3,4096,1/16,3,161.14,902,161.5337,840,156.8329,768
mul_i16_o16,16,16,128,5,3,8192,1/8,3,161.14,902,161.5337,840,158.2004,805
mul_i16_o16,16,16,128,5,3,16384,1/4,3,161.14,902,161.5337,840,152.4465,836
mul_i16_o16,16,16,128,5,3,32768,1/2,3,161.14,902,161.5337,840,164.309,840
