benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
adder_i24_o13,24,13,128,5,1,512,1/16,1,9.2023,182,6.114,168,6.9433,133
adder_i24_o13,24,13,128,5,1,1024,1/8,1,9.2023,182,6.114,168,5.4017,148
adder_i24_o13,24,13,128,5,1,2048,1/4,1,9.2023,182,6.114,168,6.7103,164
adder_i24_o13,24,13,128,5,1,4096,1/2,1,9.2023,182,6.114,168,5.622,168
adder_i24_o13,24,13,128,5,2,512,1/16,1,9.2023,182,6.5961,172,5.0149,137
adder_i24_o13,24,13,128,5,2,1024,1/8,1,9.2023,182,6.5961,172,6.0514,152
adder_i24_o13,24,13,128,5,2,2048,1/4,1,9.2023,182,6.5961,172,5.5667,168
adder_i24_o13,24,13,128,5,2,4096,1/2,1,9.2023,182,6.5961,172,7.0591,172
adder_i24_o13,24,13,128,5,3,512,1/16,1,9.2023,182,5.1677,156,4.6678,121
adder_i24_o13,24,13,128,5,3,1024,1/8,1,9.2023,182,5.1677,156,5.1505,136
adder_i24_o13,24,13,128,5,3,2048,1/4,1,9.2023,182,5.1677,156,5.2534,152
adder_i24_o13,24,13,128,5,3,4096,1/2,1,9.2023,182,5.1677,156,5.5942,156
adder_i24_o13,24,13,128,5,1,512,1/16,2,6.8776,182,5.6691,177,5.1875,142
adder_i24_o13,24,13,128,5,1,1024,1/8,2,6.8776,182,5.6691,177,5.488,157
adder_i24_o13,24,13,128,5,1,2048,1/4,2,6.8776,182,5.6691,177,6.699,173
adder_i24_o13,24,13,128,5,1,4096,1/2,2,6.8776,182,5.6691,177,5.407,177
adder_i24_o13,24,13,128,5,2,512,1/16,2,6.8776,182,5.1835,128,4.1495,97
adder_i24_o13,24,13,128,5,2,1024,1/8,2,6.8776,182,5.1835,128,4.2582,108
adder_i24_o13,24,13,128,5,2,2048,1/4,2,6.8776,182,5.1835,128,5.2231,124
adder_i24_o13,24,13,128,5,2,4096,1/2,2,6.8776,182,5.1835,128,4.756,128
adder_i24_o13,24,13,128,5,3,512,1/16,2,6.8776,182,6.0728,164,4.7168,129
adder_i24_o13,24,13,128,5,3,1024,1/8,2,6.8776,182,6.0728,164,6.9724,144
adder_i24_o13,24,13,128,5,3,2048,1/4,2,6.8776,182,6.0728,164,5.188,160
adder_i24_o13,24,13,128,5,3,4096,1/2,2,6.8776,182,6.0728,164,6.4349,164
adder_i24_o13,24,13,128,5,1,512,1/16,3,5.9687,182,5.6359,132,4.2706,97
adder_i24_o13,24,13,128,5,1,1024,1/8,3,5.9687,182,5.6359,132,4.4571,112
adder_i24_o13,24,13,128,5,1,2048,1/4,3,5.9687,182,5.6359,132,6.1785,128
adder_i24_o13,24,13,128,5,1,4096,1/2,3,5.9687,182,5.6359,132,4.8318,132
adder_i24_o13,24,13,128,5,2,512,1/16,3,5.9687,182,5.9904,152,4.4061,117
adder_i24_o13,24,13,128,5,2,1024,1/8,3,5.9687,182,5.9904,152,6.6117,132
adder_i24_o13,24,13,128,5,2,2048,1/4,3,5.9687,182,5.9904,152,5.0999,148
adder_i24_o13,24,13,128,5,2,4096,1/2,3,5.9687,182,5.9904,152,7.2345,152
adder_i24_o13,24,13,128,5,3,512,1/16,3,5.9687,182,4.929,144,6.4146,109
adder_i24_o13,24,13,128,5,3,1024,1/8,3,5.9687,182,4.929,144,4.6765,124
adder_i24_o13,24,13,128,5,3,2048,1/4,3,5.9687,182,4.929,144,5.6638,140
adder_i24_o13,24,13,128,5,3,4096,1/2,3,5.9687,182,4.929,144,5.0751,144
