benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
abs_diff_i10_o5,10,5,128,5,1,2,1/16,1,6.1844,126,5.1713,125,4.1359,71
abs_diff_i10_o5,10,5,128,5,1,4,1/8,1,6.1844,126,5.1713,125,4.0545,88
abs_diff_i10_o5,10,5,128,5,1,8,1/4,1,6.1844,126,5.1713,125,3.2402,105
abs_diff_i10_o5,10,5,128,5,1,16,1/2,1,6.1844,126,5.1713,125,5.772,125
abs_diff_i10_o5,10,5,128,5,2,2,1/16,1,6.1844,126,7.7946,126,4.307,72
abs_diff_i10_o5,10,5,128,5,2,4,1/8,1,6.1844,126,7.7946,126,5.6693,89
abs_diff_i10_o5,10,5,128,5,2,8,1/4,1,6.1844,126,7.7946,126,6.94,106
abs_diff_i10_o5,10,5,128,5,2,16,1/2,1,6.1844,126,7.7946,126,7.0795,126
abs_diff_i10_o5,10,5,128,5,3,2,1/16,1,6.1844,126,4.869,125,5.7403,71
abs_diff_i10_o5,10,5,128,5,3,4,1/8,1,6.1844,126,4.869,125,4.5824,88
abs_diff_i10_o5,10,5,128,5,3,8,1/4,1,6.1844,126,4.869,125,7.0611,105
abs_diff_i10_o5,10,5,128,5,3,16,1/2,1,6.1844,126,4.869,125,4.8584,125
abs_diff_i10_o5,10,5,128,5,1,2,1/16,2,7.1588,126,5.5487,125,4.9377,71
abs_diff_i10_o5,10,5,128,5,1,4,1/8,2,7.1588,126,5.5487,125,5.5054,88
abs_diff_i10_o5,10,5,128,5,1,8,1/4,2,7.1588,126,5.5487,125,4.951,105
abs_diff_i10_o5,10,5,128,5,1,16,1/2,2,7.1588,126,5.5487,125,9.4695,125
abs_diff_i10_o5,10,5,128,5,2,2,1/16,2,7.1588,126,5.1727,125,5.9294,71
abs_diff_i10_o5,10,5,128,5,2,4,1/8,2,7.1588,126,5.1727,125,5.1939,88
abs_diff_i10_o5,10,5,128,5,2,8,1/4,2,7.1588,126,5.1727,125,6.6727,105
abs_diff_i10_o5,10,5,128,5,2,16,1/2,2,7.1588,126,5.1727,125,5.7804,125
abs_diff_i10_o5,10,5,128,5,3,2,1/16,2,7.1588,126,4.1492,82,3.7906,58
abs_diff_i10_o5,10,5,128,5,3,4,1/8,2,7.1588,126,4.1492,82,5.4261,62
abs_diff_i10_o5,10,5,128,5,3,8,1/4,2,7.1588,126,4.1492,82,3.4562,62
abs_diff_i10_o5,10,5,128,5,3,16,1/2,2,7.1588,126,4.1492,82,3.8789,82
abs_diff_i10_o5,10,5,128,5,1,2,1/16,3,7.0579,126,4.3537,126,3.6809,72
abs_diff_i10_o5,10,5,128,5,1,4,1/8,3,7.0579,126,4.3537,126,3.9349,89
abs_diff_i10_o5,10,5,128,5,1,8,1/4,3,7.0579,126,4.3537,126,4.548,106
abs_diff_i10_o5,10,5,128,5,1,16,1/2,3,7.0579,126,4.3537,126,7.5617,126
abs_diff_i10_o5,10,5,128,5,2,2,1/16,3,7.0579,126,3.9756,71,5.0941,71
abs_diff_i10_o5,10,5,128,5,2,4,1/8,3,7.0579,126,3.9756,71,5.1465,71
abs_diff_i10_o5,10,5,128,5,2,8,1/4,3,7.0579,126,3.9756,71,4.3971,71
abs_diff_i10_o5,10,5,128,5,2,16,1/2,3,7.0579,126,3.9756,71,4.9092,71
abs_diff_i10_o5,10,5,128,5,3,2,1/16,3,7.0579,126,5.0345,125,4.1287,71
abs_diff_i10_o5,10,5,128,5,3,4,1/8,3,7.0579,126,5.0345,125,5.2213,88
abs_diff_i10_o5,10,5,128,5,3,8,1/4,3,7.0579,126,5.0345,125,5.2606,105
abs_diff_i10_o5,10,5,128,5,3,16,1/2,3,7.0579,126,5.0345,125,5.7059,125
