benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
adder_i40_o21,40,21,128,5,1,131072,1/16,1,844.2658,323,842.267,245,838.2857,210
adder_i40_o21,40,21,128,5,1,262144,1/8,1,844.2658,323,842.267,245,834.5833,225
adder_i40_o21,40,21,128,5,1,524288,1/4,1,844.2658,323,842.267,245,798.7516,241
adder_i40_o21,40,21,128,5,1,1048576,1/2,1,844.2658,323,842.267,245,847.3174,245
adder_i40_o21,40,21,128,5,2,131072,1/16,1,844.2658,323,724.6399,301,837.4786,266
adder_i40_o21,40,21,128,5,2,262144,1/8,1,844.2658,323,724.6399,301,842.5786,281
adder_i40_o21,40,21,128,5,2,524288,1/4,1,844.2658,323,724.6399,301,845.8601,297
adder_i40_o21,40,21,128,5,2,1048576,1/2,1,844.2658,323,724.6399,301,841.6783,301
adder_i40_o21,40,21,128,5,3,131072,1/16,1,844.2658,323,845.4875,269,736.1103,234
adder_i40_o21,40,21,128,5,3,262144,1/8,1,844.2658,323,845.4875,269,846.6171,249
adder_i40_o21,40,21,128,5,3,524288,1/4,1,844.2658,323,845.4875,269,849.5577,265
adder_i40_o21,40,21,128,5,3,1048576,1/2,1,844.2658,323,845.4875,269,840.1199,269
adder_i40_o21,40,21,128,5,1,131072,1/16,2,840.1033,323,830.838,273,850.0066,238
adder_i40_o21,40,21,128,5,1,262144,1/8,2,840.1033,323,830.838,273,724.8828,253
adder_i40_o21,40,21,128,5,1,524288,1/4,2,840.1033,323,830.838,273,846.3486,269
adder_i40_o21,40,21,128,5,1,1048576,1/2,2,840.1033,323,830.838,273,842.6612,273
adder_i40_o21,40,21,128,5,2,131072,1/16,2,840.1033,323,847.7546,213,837.0283,182
adder_i40_o21,40,21,128,5,2,262144,1/8,2,840.1033,323,847.7546,213,834.8517,193
adder_i40_o21,40,21,128,5,2,524288,1/4,2,840.1033,323,847.7546,213,747.6276,209
adder_i40_o21,40,21,128,5,2,1048576,1/2,2,840.1033,323,847.7546,213,841.0056,213
adder_i40_o21,40,21,128,5,3,131072,1/16,2,840.1033,323,844.8767,305,842.812,270
adder_i40_o21,40,21,128,5,3,262144,1/8,2,840.1033,323,844.8767,305,842.4793,285
adder_i40_o21,40,21,128,5,3,524288,1/4,2,840.1033,323,844.8767,305,831.97,301
adder_i40_o21,40,21,128,5,3,1048576,1/2,2,840.1033,323,844.8767,305,848.3564,305
adder_i40_o21,40,21,128,5,1,131072,1/16,3,839.4882,323,842.8299,273,841.1035,238
adder_i40_o21,40,21,128,5,1,262144,1/8,3,839.4882,323,842.8299,273,843.487,253
adder_i40_o21,40,21,128,5,1,524288,1/4,3,839.4882,323,842.8299,273,852.8196,269
adder_i40_o21,40,21,128,5,1,1048576,1/2,3,839.4882,323,842.8299,273,747.0711,273
adder_i40_o21,40,21,128,5,2,131072,1/16,3,839.4882,323,846.65,301,842.93,266
adder_i40_o21,40,21,128,5,2,262144,1/8,3,839.4882,323,846.65,301,840.911,281
adder_i40_o21,40,21,128,5,2,524288,1/4,3,839.4882,323,846.65,301,839.4805,297
adder_i40_o21,40,21,128,5,2,1048576,1/2,3,839.4882,323,846.65,301,822.8744,301
adder_i40_o21,40,21,128,5,3,131072,1/16,3,839.4882,323,844.6563,221,850.3606,186
adder_i40_o21,40,21,128,5,3,262144,1/8,3,839.4882,323,844.6563,221,843.0152,201
adder_i40_o21,40,21,128,5,3,524288,1/4,3,839.4882,323,844.6563,221,844.0878,217
adder_i40_o21,40,21,128,5,3,1048576,1/2,3,839.4882,323,844.6563,221,847.6959,221
