benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
abs_diff_i12_o6,12,6,128,5,1,4,1/16,1,5.0027,142,2.9076,87,2.833,70
abs_diff_i12_o6,12,6,128,5,1,8,1/8,1,5.0027,142,2.9076,87,2.9751,87
abs_diff_i12_o6,12,6,128,5,1,16,1/4,1,5.0027,142,2.9076,87,2.9848,87
abs_diff_i12_o6,12,6,128,5,1,32,1/2,1,5.0027,142,2.9076,87,2.8769,87
abs_diff_i12_o6,12,6,128,5,2,4,1/16,1,5.0027,142,4.0118,132,2.98,98
abs_diff_i12_o6,12,6,128,5,2,8,1/8,1,5.0027,142,4.0118,132,3.634,115
abs_diff_i12_o6,12,6,128,5,2,16,1/4,1,5.0027,142,4.0118,132,3.9337,132
abs_diff_i12_o6,12,6,128,5,2,32,1/2,1,5.0027,142,4.0118,132,4.0913,132
abs_diff_i12_o6,12,6,128,5,3,4,1/16,1,5.0027,142,4.3006,141,3.2029,98
abs_diff_i12_o6,12,6,128,5,3,8,1/8,1,5.0027,142,4.3006,141,3.5963,115
abs_diff_i12_o6,12,6,128,5,3,16,1/4,1,5.0027,142,4.3006,141,3.9027,132
abs_diff_i12_o6,12,6,128,5,3,32,1/2,1,5.0027,142,4.3006,141,4.1364,141
abs_diff_i12_o6,12,6,128,5,1,4,1/16,2,5.2881,142,4.2871,141,3.1844,98
abs_diff_i12_o6,12,6,128,5,1,8,1/8,2,5.2881,142,4.2871,141,3.7135,115
abs_diff_i12_o6,12,6,128,5,1,16,1/4,2,5.2881,142,4.2871,141,3.9197,132
abs_diff_i12_o6,12,6,128,5,1,32,1/2,2,5.2881,142,4.2871,141,4.1712,141
abs_diff_i12_o6,12,6,128,5,2,4,1/16,2,5.2881,142,4.2038,141,3.2587,98
abs_diff_i12_o6,12,6,128,5,2,8,1/8,2,5.2881,142,4.2038,141,3.4689,115
abs_diff_i12_o6,12,6,128,5,2,16,1/4,2,5.2881,142,4.2038,141,3.8225,132
abs_diff_i12_o6,12,6,128,5,2,32,1/2,2,5.2881,142,4.2038,141,4.4312,141
abs_diff_i12_o6,12,6,128,5,3,4,1/16,2,5.2881,142,4.1202,141,3.1777,98
abs_diff_i12_o6,12,6,128,5,3,8,1/8,2,5.2881,142,4.1202,141,3.8268,115
abs_diff_i12_o6,12,6,128,5,3,16,1/4,2,5.2881,142,4.1202,141,4.1456,132
abs_diff_i12_o6,12,6,128,5,3,32,1/2,2,5.2881,142,4.1202,141,4.2354,141
abs_diff_i12_o6,12,6,128,5,1,4,1/16,3,5.0315,142,4.2419,141,3.144,98
abs_diff_i12_o6,12,6,128,5,1,8,1/8,3,5.0315,142,4.2419,141,3.6683,115
abs_diff_i12_o6,12,6,128,5,1,16,1/4,3,5.0315,142,4.2419,141,3.8623,132
abs_diff_i12_o6,12,6,128,5,1,32,1/2,3,5.0315,142,4.2419,141,4.1156,141
abs_diff_i12_o6,12,6,128,5,2,4,1/16,3,5.0315,142,4.211,141,3.1478,98
abs_diff_i12_o6,12,6,128,5,2,8,1/8,3,5.0315,142,4.211,141,3.613,115
abs_diff_i12_o6,12,6,128,5,2,16,1/4,3,5.0315,142,4.211,141,4.1485,132
abs_diff_i12_o6,12,6,128,5,2,32,1/2,3,5.0315,142,4.211,141,4.2618,141
abs_diff_i12_o6,12,6,128,5,3,4,1/16,3,5.0315,142,3.2624,100,2.5894,70
abs_diff_i12_o6,12,6,128,5,3,8,1/8,3,5.0315,142,3.2624,100,2.5606,74
abs_diff_i12_o6,12,6,128,5,3,16,1/4,3,5.0315,142,3.2624,100,2.8791,91
abs_diff_i12_o6,12,6,128,5,3,32,1/2,3,5.0315,142,3.2624,100,3.1039,100
