benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
adder_i16_o9,16,9,128,5,1,32,1/16,1,5.8307,115,4.0231,97,3.1606,62
adder_i16_o9,16,9,128,5,1,64,1/8,1,5.8307,115,4.0231,97,3.7767,77
adder_i16_o9,16,9,128,5,1,128,1/4,1,5.8307,115,4.0231,97,4.4067,93
adder_i16_o9,16,9,128,5,1,256,1/2,1,5.8307,115,4.0231,97,4.2388,97
adder_i16_o9,16,9,128,5,2,32,1/16,1,5.8307,115,5.0371,115,3.9535,80
adder_i16_o9,16,9,128,5,2,64,1/8,1,5.8307,115,5.0371,115,4.1099,95
adder_i16_o9,16,9,128,5,2,128,1/4,1,5.8307,115,5.0371,115,4.8508,111
adder_i16_o9,16,9,128,5,2,256,1/2,1,5.8307,115,5.0371,115,4.9906,115
adder_i16_o9,16,9,128,5,3,32,1/16,1,5.8307,115,4.5113,101,3.3088,66
adder_i16_o9,16,9,128,5,3,64,1/8,1,5.8307,115,4.5113,101,3.5752,81
adder_i16_o9,16,9,128,5,3,128,1/4,1,5.8307,115,4.5113,101,4.4873,97
adder_i16_o9,16,9,128,5,3,256,1/2,1,5.8307,115,4.5113,101,4.6491,101
adder_i16_o9,16,9,128,5,1,32,1/16,2,5.3519,115,4.5758,110,3.7167,75
adder_i16_o9,16,9,128,5,1,64,1/8,2,5.3519,115,4.5758,110,3.821,90
adder_i16_o9,16,9,128,5,1,128,1/4,2,5.3519,115,4.5758,110,5.14,106
adder_i16_o9,16,9,128,5,1,256,1/2,2,5.3519,115,4.5758,110,4.6762,110
adder_i16_o9,16,9,128,5,2,32,1/16,2,5.3519,115,4.0462,85,2.7921,54
adder_i16_o9,16,9,128,5,2,64,1/8,2,5.3519,115,4.0462,85,2.9865,65
adder_i16_o9,16,9,128,5,2,128,1/4,2,5.3519,115,4.0462,85,3.8194,81
adder_i16_o9,16,9,128,5,2,256,1/2,2,5.3519,115,4.0462,85,4.0302,85
adder_i16_o9,16,9,128,5,3,32,1/16,2,5.3519,115,3.7926,85,2.7144,54
adder_i16_o9,16,9,128,5,3,64,1/8,2,5.3519,115,3.7926,85,3.0083,65
adder_i16_o9,16,9,128,5,3,128,1/4,2,5.3519,115,3.7926,85,3.4505,81
adder_i16_o9,16,9,128,5,3,256,1/2,2,5.3519,115,3.7926,85,3.7586,85
adder_i16_o9,16,9,128,5,1,32,1/16,3,5.0958,115,4.0667,93,2.894,58
adder_i16_o9,16,9,128,5,1,64,1/8,3,5.0958,115,4.0667,93,3.3954,73
adder_i16_o9,16,9,128,5,1,128,1/4,3,5.0958,115,4.0667,93,3.8374,89
adder_i16_o9,16,9,128,5,1,256,1/2,3,5.0958,115,4.0667,93,3.9083,93
adder_i16_o9,16,9,128,5,2,32,1/16,3,5.0958,115,4.2963,105,2.9605,70
adder_i16_o9,16,9,128,5,2,64,1/8,3,5.0958,115,4.2963,105,3.7875,85
adder_i16_o9,16,9,128,5,2,128,1/4,3,5.0958,115,4.2963,105,4.2733,101
adder_i16_o9,16,9,128,5,2,256,1/2,3,5.0958,115,4.2963,105,4.3252,105
adder_i16_o9,16,9,128,5,3,32,1/16,3,5.0958,115,4.4136,110,3.3242,75
adder_i16_o9,16,9,128,5,3,64,1/8,3,5.0958,115,4.4136,110,3.9461,90
adder_i16_o9,16,9,128,5,3,128,1/4,3,5.0958,115,4.4136,110,4.3889,106
adder_i16_o9,16,9,128,5,3,256,1/2,3,5.0958,115,4.4136,110,4.4545,110
