benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
adder_i4_o3,4,3,128,5,1,1,1/16,1,2.7572,22,1.3085,7,0.8957,7
adder_i4_o3,4,3,128,5,1,2,1/4,1,2.7572,22,1.3085,7,1.3928,7
adder_i4_o3,4,3,128,5,1,4,1/2,1,2.7572,22,1.3085,7,0.9217,7
adder_i4_o3,4,3,128,5,2,1,1/16,1,2.7572,22,1.1675,22,1.1138,7
adder_i4_o3,4,3,128,5,2,2,1/4,1,2.7572,22,1.1675,22,1.1659,20
adder_i4_o3,4,3,128,5,2,4,1/2,1,2.7572,22,1.1675,22,1.3835,22
adder_i4_o3,4,3,128,5,3,1,1/16,1,2.7572,22,1.193,17,0.8028,2
adder_i4_o3,4,3,128,5,3,2,1/4,1,2.7572,22,1.193,17,1.3703,15
adder_i4_o3,4,3,128,5,3,4,1/2,1,2.7572,22,1.193,17,1.1914,17
adder_i4_o3,4,3,128,5,1,1,1/16,2,2.6289,22,0.9823,17,0.7917,2
adder_i4_o3,4,3,128,5,1,2,1/4,2,2.6289,22,0.9823,17,0.9567,15
adder_i4_o3,4,3,128,5,1,4,1/2,2,2.6289,22,0.9823,17,1.2145,17
adder_i4_o3,4,3,128,5,2,1,1/16,2,2.6289,22,0.9721,17,1.565,2
adder_i4_o3,4,3,128,5,2,2,1/4,2,2.6289,22,0.9721,17,0.9256,15
adder_i4_o3,4,3,128,5,2,4,1/2,2,2.6289,22,0.9721,17,1.078,17
adder_i4_o3,4,3,128,5,3,1,1/16,2,2.6289,22,1.34,7,0.8051,7
adder_i4_o3,4,3,128,5,3,2,1/4,2,2.6289,22,1.34,7,0.8738,7
adder_i4_o3,4,3,128,5,3,4,1/2,2,2.6289,22,1.34,7,0.8751,7
adder_i4_o3,4,3,128,5,1,1,1/16,3,1.8652,22,1.3922,20,0.8018,7
adder_i4_o3,4,3,128,5,1,2,1/4,3,1.8652,22,1.3922,20,1.2837,20
adder_i4_o3,4,3,128,5,1,4,1/2,3,1.8652,22,1.3922,20,1.3503,20
adder_i4_o3,4,3,128,5,2,1,1/16,3,1.8652,22,1.957,22,0.7842,7
adder_i4_o3,4,3,128,5,2,2,1/4,3,1.8652,22,1.957,22,1.2608,20
adder_i4_o3,4,3,128,5,2,4,1/2,3,1.8652,22,1.957,22,1.4599,22
adder_i4_o3,4,3,128,5,3,1,1/16,3,1.8652,22,0.9306,7,0.8494,7
adder_i4_o3,4,3,128,5,3,2,1/4,3,1.8652,22,0.9306,7,1.1576,7
adder_i4_o3,4,3,128,5,3,4,1/2,3,1.8652,22,0.9306,7,0.8333,7
