benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
adder_i20_o11,20,11,128,5,1,128,1/16,1,4.7543,149,3.4213,127,2.7996,89
adder_i20_o11,20,11,128,5,1,256,1/8,1,4.7543,149,3.4213,127,3.4411,110
adder_i20_o11,20,11,128,5,1,512,1/4,1,4.7543,149,3.4213,127,3.6813,125
adder_i20_o11,20,11,128,5,1,1024,1/2,1,4.7543,149,3.4213,127,3.5965,127
adder_i20_o11,20,11,128,5,2,128,1/16,1,4.7543,149,3.9634,139,3.1318,101
adder_i20_o11,20,11,128,5,2,256,1/8,1,4.7543,149,3.9634,139,3.4932,122
adder_i20_o11,20,11,128,5,2,512,1/4,1,4.7543,149,3.9634,139,3.6068,137
adder_i20_o11,20,11,128,5,2,1024,1/2,1,4.7543,149,3.9634,139,3.8515,139
adder_i20_o11,20,11,128,5,3,128,1/16,1,4.7543,149,3.8567,144,3.0537,106
adder_i20_o11,20,11,128,5,3,256,1/8,1,4.7543,149,3.8567,144,3.6925,127
adder_i20_o11,20,11,128,5,3,512,1/4,1,4.7543,149,3.8567,144,3.7573,142
adder_i20_o11,20,11,128,5,3,1024,1/2,1,4.7543,149,3.8567,144,3.8767,144
adder_i20_o11,20,11,128,5,1,128,1/16,2,4.6186,149,3.8979,131,2.833,93
adder_i20_o11,20,11,128,5,1,256,1/8,2,4.6186,149,3.8979,131,3.2562,114
adder_i20_o11,20,11,128,5,1,512,1/4,2,4.6186,149,3.8979,131,3.7556,129
adder_i20_o11,20,11,128,5,1,1024,1/2,2,4.6186,149,3.8979,131,3.8642,131
adder_i20_o11,20,11,128,5,2,128,1/16,2,4.6186,149,3.1839,103,2.4265,73
adder_i20_o11,20,11,128,5,2,256,1/8,2,4.6186,149,3.1839,103,2.9356,86
adder_i20_o11,20,11,128,5,2,512,1/4,2,4.6186,149,3.1839,103,3.2086,101
adder_i20_o11,20,11,128,5,2,1024,1/2,2,4.6186,149,3.1839,103,3.2689,103
adder_i20_o11,20,11,128,5,3,128,1/16,2,4.6186,149,3.2883,119,2.4808,81
adder_i20_o11,20,11,128,5,3,256,1/8,2,4.6186,149,3.2883,119,3.1575,102
adder_i20_o11,20,11,128,5,3,512,1/4,2,4.6186,149,3.2883,119,3.2761,117
adder_i20_o11,20,11,128,5,3,1024,1/2,2,4.6186,149,3.2883,119,3.2725,119
adder_i20_o11,20,11,128,5,1,128,1/16,3,4.4344,149,3.0941,103,2.4043,73
adder_i20_o11,20,11,128,5,1,256,1/8,3,4.4344,149,3.0941,103,2.7966,86
adder_i20_o11,20,11,128,5,1,512,1/4,3,4.4344,149,3.0941,103,3.2207,101
adder_i20_o11,20,11,128,5,1,1024,1/2,3,4.4344,149,3.0941,103,3.0509,103
adder_i20_o11,20,11,128,5,2,128,1/16,3,4.4344,149,3.079,103,2.578,73
adder_i20_o11,20,11,128,5,2,256,1/8,3,4.4344,149,3.079,103,2.7338,86
adder_i20_o11,20,11,128,5,2,512,1/4,3,4.4344,149,3.079,103,3.0227,101
adder_i20_o11,20,11,128,5,2,1024,1/2,3,4.4344,149,3.079,103,3.1778,103
adder_i20_o11,20,11,128,5,3,128,1/16,3,4.4344,149,3.7005,135,2.9705,97
adder_i20_o11,20,11,128,5,3,256,1/8,3,4.4344,149,3.7005,135,3.3149,118
adder_i20_o11,20,11,128,5,3,512,1/4,3,4.4344,149,3.7005,135,3.5961,133
adder_i20_o11,20,11,128,5,3,1024,1/2,3,4.4344,149,3.7005,135,3.7242,135
