benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
mul_i20_o20,20,20,128,5,1,65536,1/16,1,4943.7144,1489,4960.2743,1459,4846.4996,1365
mul_i20_o20,20,20,128,5,1,131072,1/8,1,4943.7144,1489,4960.2743,1459,4963.3896,1421
mul_i20_o20,20,20,128,5,1,262144,1/4,1,4943.7144,1489,4960.2743,1459,4867.335,1454
mul_i20_o20,20,20,128,5,1,524288,1/2,1,4943.7144,1489,4960.2743,1459,4935.509,1459
mul_i20_o20,20,20,128,5,2,65536,1/16,1,4943.7144,1489,4794.3393,1451,4948.56,1357
mul_i20_o20,20,20,128,5,2,131072,1/8,1,4943.7144,1489,4794.3393,1451,4848.6109,1413
mul_i20_o20,20,20,128,5,2,262144,1/4,1,4943.7144,1489,4794.3393,1451,4964.5399,1446
mul_i20_o20,20,20,128,5,2,524288,1/2,1,4943.7144,1489,4794.3393,1451,4828.5626,1451
mul_i20_o20,20,20,128,5,3,65536,1/16,1,4943.7144,1489,4936.7787,1439,4944.1563,1345
mul_i20_o20,20,20,128,5,3,131072,1/8,1,4943.7144,1489,4936.7787,1439,4849.778,1401
mul_i20_o20,20,20,128,5,3,262144,1/4,1,4943.7144,1489,4936.7787,1439,4939.211,1434
mul_i20_o20,20,20,128,5,3,524288,1/2,1,4943.7144,1489,4936.7787,1439,4921.5609,1439
mul_i20_o20,20,20,128,5,1,65536,1/16,2,4893.8933,1489,4900.1306,1463,4850.137,1369
mul_i20_o20,20,20,128,5,1,131072,1/8,2,4893.8933,1489,4900.1306,1463,4839.5952,1425
mul_i20_o20,20,20,128,5,1,262144,1/4,2,4893.8933,1489,4900.1306,1463,4821.735,1458
mul_i20_o20,20,20,128,5,1,524288,1/2,2,4893.8933,1489,4900.1306,1463,4962.7857,1463
mul_i20_o20,20,20,128,5,2,65536,1/16,2,4893.8933,1489,4870.946,1451,4886.8905,1357
mul_i20_o20,20,20,128,5,2,131072,1/8,2,4893.8933,1489,4870.946,1451,4892.8439,1413
mul_i20_o20,20,20,128,5,2,262144,1/4,2,4893.8933,1489,4870.946,1451,4867.365,1446
mul_i20_o20,20,20,128,5,2,524288,1/2,2,4893.8933,1489,4870.946,1451,4945.2304,1451
mul_i20_o20,20,20,128,5,3,65536,1/16,2,4893.8933,1489,4875.2544,1455,4800.8665,1361
mul_i20_o20,20,20,128,5,3,131072,1/8,2,4893.8933,1489,4875.2544,1455,4840.5254,1417
mul_i20_o20,20,20,128,5,3,262144,1/4,2,4893.8933,1489,4875.2544,1455,4928.6137,1450
mul_i20_o20,20,20,128,5,3,524288,1/2,2,4893.8933,1489,4875.2544,1455,4892.2471,1455
mul_i20_o20,20,20,128,5,1,65536,1/16,3,4990.4685,1489,4916.6811,1451,4812.2864,1357
mul_i20_o20,20,20,128,5,1,131072,1/8,3,4990.4685,1489,4916.6811,1451,4928.079,1413
mul_i20_o20,20,20,128,5,1,262144,1/4,3,4990.4685,1489,4916.6811,1451,4968.5619,1446
mul_i20_o20,20,20,128,5,1,524288,1/2,3,4990.4685,1489,4916.6811,1451,4838.9168,1451
mul_i20_o20,20,20,128,5,2,65536,1/16,3,4990.4685,1489,4946.8015,1455,4911.7261,1361
mul_i20_o20,20,20,128,5,2,131072,1/8,3,4990.4685,1489,4946.8015,1455,4964.06,1417
mul_i20_o20,20,20,128,5,2,262144,1/4,3,4990.4685,1489,4946.8015,1455,4868.6063,1450
mul_i20_o20,20,20,128,5,2,524288,1/2,3,4990.4685,1489,4946.8015,1455,4946.6691,1455
mul_i20_o20,20,20,128,5,3,65536,1/16,3,4990.4685,1489,4913.9851,1406,4917.6279,1312
mul_i20_o20,20,20,128,5,3,131072,1/8,3,4990.4685,1489,4913.9851,1406,4884.9109,1368
mul_i20_o20,20,20,128,5,3,262144,1/4,3,4990.4685,1489,4913.9851,1406,4993.7973,1401
mul_i20_o20,20,20,128,5,3,524288,1/2,3,4990.4685,1489,4913.9851,1406,4961.4178,1406
