benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
mul_i6_o6,6,6,128,5,1,4,1/16,1,2.748,70,5.0515,70,1.4481,33
mul_i6_o6,6,6,128,5,1,8,1/8,1,2.748,70,5.0515,70,4.4155,56
mul_i6_o6,6,6,128,5,1,16,1/4,1,2.748,70,5.0515,70,2.2595,67
mul_i6_o6,6,6,128,5,1,32,1/2,1,2.748,70,5.0515,70,2.8316,70
mul_i6_o6,6,6,128,5,2,4,1/16,1,2.748,70,1.979,50,1.4925,20
mul_i6_o6,6,6,128,5,2,8,1/8,1,2.748,70,1.979,50,1.5322,39
mul_i6_o6,6,6,128,5,2,16,1/4,1,2.748,70,1.979,50,1.8349,50
mul_i6_o6,6,6,128,5,2,32,1/2,1,2.748,70,1.979,50,1.8086,50
mul_i6_o6,6,6,128,5,3,4,1/16,1,2.748,70,2.8426,53,1.2681,20
mul_i6_o6,6,6,128,5,3,8,1/8,1,2.748,70,2.8426,53,1.5355,39
mul_i6_o6,6,6,128,5,3,16,1/4,1,2.748,70,2.8426,53,2.7228,50
mul_i6_o6,6,6,128,5,3,32,1/2,1,2.748,70,2.8426,53,2.064,53
mul_i6_o6,6,6,128,5,1,4,1/16,2,2.8534,70,2.9763,63,1.3799,26
mul_i6_o6,6,6,128,5,1,8,1/8,2,2.8534,70,2.9763,63,2.1804,49
mul_i6_o6,6,6,128,5,1,16,1/4,2,2.8534,70,2.9763,63,2.4897,60
mul_i6_o6,6,6,128,5,1,32,1/2,2,2.8534,70,2.9763,63,2.1553,63
mul_i6_o6,6,6,128,5,2,4,1/16,2,2.8534,70,3.6931,58,1.1356,21
mul_i6_o6,6,6,128,5,2,8,1/8,2,2.8534,70,3.6931,58,1.7255,44
mul_i6_o6,6,6,128,5,2,16,1/4,2,2.8534,70,3.6931,58,3.9337,55
mul_i6_o6,6,6,128,5,2,32,1/2,2,2.8534,70,3.6931,58,2.0388,58
mul_i6_o6,6,6,128,5,3,4,1/16,2,2.8534,70,2.4592,63,1.8392,26
mul_i6_o6,6,6,128,5,3,8,1/8,2,2.8534,70,2.4592,63,1.7075,49
mul_i6_o6,6,6,128,5,3,16,1/4,2,2.8534,70,2.4592,63,4.5447,60
mul_i6_o6,6,6,128,5,3,32,1/2,2,2.8534,70,2.4592,63,2.0613,63
mul_i6_o6,6,6,128,5,1,4,1/16,3,3.0826,70,2.2285,63,2.3529,26
mul_i6_o6,6,6,128,5,1,8,1/8,3,3.0826,70,2.2285,63,2.0101,49
mul_i6_o6,6,6,128,5,1,16,1/4,3,3.0826,70,2.2285,63,3.3291,60
mul_i6_o6,6,6,128,5,1,32,1/2,3,3.0826,70,2.2285,63,2.099,63
mul_i6_o6,6,6,128,5,2,4,1/16,3,3.0826,70,2.8591,63,1.3141,26
mul_i6_o6,6,6,128,5,2,8,1/8,3,3.0826,70,2.8591,63,1.976,49
mul_i6_o6,6,6,128,5,2,16,1/4,3,3.0826,70,2.8591,63,1.9783,60
mul_i6_o6,6,6,128,5,2,32,1/2,3,3.0826,70,2.8591,63,4.4847,63
mul_i6_o6,6,6,128,5,3,4,1/16,3,3.0826,70,2.1568,58,1.1149,21
mul_i6_o6,6,6,128,5,3,8,1/8,3,3.0826,70,2.1568,58,4.394,44
mul_i6_o6,6,6,128,5,3,16,1/4,3,3.0826,70,2.1568,58,1.994,55
mul_i6_o6,6,6,128,5,3,32,1/2,3,3.0826,70,2.1568,58,3.7768,58
