benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
mul_i4_o4,4,4,128,5,1,1,1/16,1,1.3884,13,0.9636,9,0.5104,0
mul_i4_o4,4,4,128,5,1,2,1/8,1,1.3884,13,0.9636,9,4.6474,9
mul_i4_o4,4,4,128,5,1,4,1/4,1,1.3884,13,0.9636,9,0.7891,9
mul_i4_o4,4,4,128,5,1,8,1/2,1,1.3884,13,0.9636,9,0.8607,9
mul_i4_o4,4,4,128,5,2,1,1/16,1,1.3884,13,0.8148,9,1.6928,0
mul_i4_o4,4,4,128,5,2,2,1/8,1,1.3884,13,0.8148,9,2.5565,9
mul_i4_o4,4,4,128,5,2,4,1/4,1,1.3884,13,0.8148,9,1.1023,9
mul_i4_o4,4,4,128,5,2,8,1/2,1,1.3884,13,0.8148,9,0.8817,9
mul_i4_o4,4,4,128,5,3,1,1/16,1,1.3884,13,1.9352,9,0.5245,0
mul_i4_o4,4,4,128,5,3,2,1/8,1,1.3884,13,1.9352,9,0.8729,9
mul_i4_o4,4,4,128,5,3,4,1/4,1,1.3884,13,1.9352,9,1.0916,9
mul_i4_o4,4,4,128,5,3,8,1/2,1,1.3884,13,1.9352,9,0.9751,9
mul_i4_o4,4,4,128,5,1,1,1/16,2,1.5321,13,1.0625,9,0.5279,0
mul_i4_o4,4,4,128,5,1,2,1/8,2,1.5321,13,1.0625,9,1.0176,9
mul_i4_o4,4,4,128,5,1,4,1/4,2,1.5321,13,1.0625,9,0.8513,9
mul_i4_o4,4,4,128,5,1,8,1/2,2,1.5321,13,1.0625,9,0.9021,9
mul_i4_o4,4,4,128,5,2,1,1/16,2,1.5321,13,0.8023,4,2.3703,1
mul_i4_o4,4,4,128,5,2,2,1/8,2,1.5321,13,0.8023,4,0.9338,1
mul_i4_o4,4,4,128,5,2,4,1/4,2,1.5321,13,0.8023,4,0.7913,4
mul_i4_o4,4,4,128,5,2,8,1/2,2,1.5321,13,0.8023,4,0.7695,4
mul_i4_o4,4,4,128,5,3,1,1/16,2,1.5321,13,0.7939,4,2.4222,1
mul_i4_o4,4,4,128,5,3,2,1/8,2,1.5321,13,0.7939,4,1.1934,1
mul_i4_o4,4,4,128,5,3,4,1/4,2,1.5321,13,0.7939,4,0.7751,4
mul_i4_o4,4,4,128,5,3,8,1/2,2,1.5321,13,0.7939,4,0.7792,4
mul_i4_o4,4,4,128,5,1,1,1/16,3,1.7075,13,0.8264,9,1.3541,0
mul_i4_o4,4,4,128,5,1,2,1/8,3,1.7075,13,0.8264,9,1.0951,9
mul_i4_o4,4,4,128,5,1,4,1/4,3,1.7075,13,0.8264,9,1.0792,9
mul_i4_o4,4,4,128,5,1,8,1/2,3,1.7075,13,0.8264,9,0.8044,9
mul_i4_o4,4,4,128,5,2,1,1/16,3,1.7075,13,1.3293,4,0.9836,1
mul_i4_o4,4,4,128,5,2,2,1/8,3,1.7075,13,1.3293,4,1.6098,1
mul_i4_o4,4,4,128,5,2,4,1/4,3,1.7075,13,1.3293,4,0.7678,4
mul_i4_o4,4,4,128,5,2,8,1/2,3,1.7075,13,1.3293,4,0.8015,4
mul_i4_o4,4,4,128,5,3,1,1/16,3,1.7075,13,0.856,9,0.8941,0
mul_i4_o4,4,4,128,5,3,2,1/8,3,1.7075,13,0.856,9,2.6168,9
mul_i4_o4,4,4,128,5,3,4,1/4,3,1.7075,13,0.856,9,0.8758,9
mul_i4_o4,4,4,128,5,3,8,1/2,3,1.7075,13,0.856,9,0.8221,9
