benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
madd_i18_o12,18,12,128,5,1,256,1/16,1,37.9056,574,34.7163,543,28.9284,462
madd_i18_o12,18,12,128,5,1,512,1/8,1,37.9056,574,34.7163,543,33.2102,508
madd_i18_o12,18,12,128,5,1,1024,1/4,1,37.9056,574,34.7163,543,34.9988,539
madd_i18_o12,18,12,128,5,1,2048,1/2,1,37.9056,574,34.7163,543,33.9298,543
madd_i18_o12,18,12,128,5,2,256,1/16,1,37.9056,574,35.6454,556,31.1429,475
madd_i18_o12,18,12,128,5,2,512,1/8,1,37.9056,574,35.6454,556,32.9526,521
madd_i18_o12,18,12,128,5,2,1024,1/4,1,37.9056,574,35.6454,556,34.8472,552
madd_i18_o12,18,12,128,5,2,2048,1/2,1,37.9056,574,35.6454,556,35.2551,556
madd_i18_o12,18,12,128,5,3,256,1/16,1,37.9056,574,33.9717,539,28.2849,458
madd_i18_o12,18,12,128,5,3,512,1/8,1,37.9056,574,33.9717,539,30.2553,504
madd_i18_o12,18,12,128,5,3,1024,1/4,1,37.9056,574,33.9717,539,33.6777,535
madd_i18_o12,18,12,128,5,3,2048,1/2,1,37.9056,574,33.9717,539,33.6429,539
madd_i18_o12,18,12,128,5,1,256,1/16,2,31.4489,574,29.5684,535,26.031,454
madd_i18_o12,18,12,128,5,1,512,1/8,2,31.4489,574,29.5684,535,27.0621,500
madd_i18_o12,18,12,128,5,1,1024,1/4,2,31.4489,574,29.5684,535,27.9549,531
madd_i18_o12,18,12,128,5,1,2048,1/2,2,31.4489,574,29.5684,535,27.9972,535
madd_i18_o12,18,12,128,5,2,256,1/16,2,31.4489,574,29.4852,551,25.3114,470
madd_i18_o12,18,12,128,5,2,512,1/8,2,31.4489,574,29.4852,551,27.9515,516
madd_i18_o12,18,12,128,5,2,1024,1/4,2,31.4489,574,29.4852,551,28.9336,547
madd_i18_o12,18,12,128,5,2,2048,1/2,2,31.4489,574,29.4852,551,28.6992,551
madd_i18_o12,18,12,128,5,3,256,1/16,2,31.4489,574,28.437,539,24.4793,458
madd_i18_o12,18,12,128,5,3,512,1/8,2,31.4489,574,28.437,539,27.1862,504
madd_i18_o12,18,12,128,5,3,1024,1/4,2,31.4489,574,28.437,539,28.3887,535
madd_i18_o12,18,12,128,5,3,2048,1/2,2,31.4489,574,28.437,539,28.5007,539
madd_i18_o12,18,12,128,5,1,256,1/16,3,31.073,574,29.2715,564,25.7714,483
madd_i18_o12,18,12,128,5,1,512,1/8,3,31.073,574,29.2715,564,28.7116,529
madd_i18_o12,18,12,128,5,1,1024,1/4,3,31.073,574,29.2715,564,29.2905,560
madd_i18_o12,18,12,128,5,1,2048,1/2,3,31.073,574,29.2715,564,29.5317,564
madd_i18_o12,18,12,128,5,2,256,1/16,3,31.073,574,28.5969,547,25.7533,466
madd_i18_o12,18,12,128,5,2,512,1/8,3,31.073,574,28.5969,547,27.3823,512
madd_i18_o12,18,12,128,5,2,1024,1/4,3,31.073,574,28.5969,547,29.3439,543
madd_i18_o12,18,12,128,5,2,2048,1/2,3,31.073,574,28.5969,547,28.6842,547
madd_i18_o12,18,12,128,5,3,256,1/16,3,31.073,574,29.475,539,24.6406,458
madd_i18_o12,18,12,128,5,3,512,1/8,3,31.073,574,29.475,539,26.7311,504
madd_i18_o12,18,12,128,5,3,1024,1/4,3,31.073,574,29.475,539,28.2466,535
madd_i18_o12,18,12,128,5,3,2048,1/2,3,31.073,574,29.475,539,28.5267,539
