benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
abs_diff_i32_o16,32,16,128,5,1,4096,1/16,1,31.994,496,22.5112,196,23.7666,196
abs_diff_i32_o16,32,16,128,5,1,8192,1/8,1,31.994,496,22.5112,196,23.3793,196
abs_diff_i32_o16,32,16,128,5,1,16384,1/4,1,31.994,496,22.5112,196,21.7508,196
abs_diff_i32_o16,32,16,128,5,1,32768,1/2,1,31.994,496,22.5112,196,23.509,196
abs_diff_i32_o16,32,16,128,5,2,4096,1/16,1,31.994,496,22.689,204,23.9693,204
abs_diff_i32_o16,32,16,128,5,2,8192,1/8,1,31.994,496,22.689,204,22.7588,204
abs_diff_i32_o16,32,16,128,5,2,16384,1/4,1,31.994,496,22.689,204,22.7607,204
abs_diff_i32_o16,32,16,128,5,2,32768,1/2,1,31.994,496,22.689,204,23.698,204
abs_diff_i32_o16,32,16,128,5,3,4096,1/16,1,31.994,496,24.3297,242,24.7521,242
abs_diff_i32_o16,32,16,128,5,3,8192,1/8,1,31.994,496,24.3297,242,23.7355,242
abs_diff_i32_o16,32,16,128,5,3,16384,1/4,1,31.994,496,24.3297,242,24.6892,242
abs_diff_i32_o16,32,16,128,5,3,32768,1/2,1,31.994,496,24.3297,242,25.2902,242
abs_diff_i32_o16,32,16,128,5,1,4096,1/16,2,31.5037,496,31.7308,495,28.7705,428
abs_diff_i32_o16,32,16,128,5,1,8192,1/8,2,31.5037,496,31.7308,495,30.702,456
abs_diff_i32_o16,32,16,128,5,1,16384,1/4,2,31.5037,496,31.7308,495,31.0914,482
abs_diff_i32_o16,32,16,128,5,1,32768,1/2,2,31.5037,496,31.7308,495,32.0128,495
abs_diff_i32_o16,32,16,128,5,2,4096,1/16,2,31.5037,496,22.5646,212,22.6496,212
abs_diff_i32_o16,32,16,128,5,2,8192,1/8,2,31.5037,496,22.5646,212,22.6623,212
abs_diff_i32_o16,32,16,128,5,2,16384,1/4,2,31.5037,496,22.5646,212,23.8349,212
abs_diff_i32_o16,32,16,128,5,2,32768,1/2,2,31.5037,496,22.5646,212,23.3204,212
abs_diff_i32_o16,32,16,128,5,3,4096,1/16,2,31.5037,496,32.2404,496,29.2087,429
abs_diff_i32_o16,32,16,128,5,3,8192,1/8,2,31.5037,496,32.2404,496,31.6933,457
abs_diff_i32_o16,32,16,128,5,3,16384,1/4,2,31.5037,496,32.2404,496,33.8878,483
abs_diff_i32_o16,32,16,128,5,3,32768,1/2,2,31.5037,496,32.2404,496,33.5143,496
abs_diff_i32_o16,32,16,128,5,1,4096,1/16,3,32.133,496,31.351,495,29.2086,428
abs_diff_i32_o16,32,16,128,5,1,8192,1/8,3,32.133,496,31.351,495,30.2376,456
abs_diff_i32_o16,32,16,128,5,1,16384,1/4,3,32.133,496,31.351,495,32.1078,482
abs_diff_i32_o16,32,16,128,5,1,32768,1/2,3,32.133,496,31.351,495,32.7356,495
abs_diff_i32_o16,32,16,128,5,2,4096,1/16,3,32.133,496,32.4737,495,29.3625,428
abs_diff_i32_o16,32,16,128,5,2,8192,1/8,3,32.133,496,32.4737,495,29.8258,456
abs_diff_i32_o16,32,16,128,5,2,16384,1/4,3,32.133,496,32.4737,495,31.6505,482
abs_diff_i32_o16,32,16,128,5,2,32768,1/2,3,32.133,496,32.4737,495,31.1626,495
abs_diff_i32_o16,32,16,128,5,3,4096,1/16,3,32.133,496,22.4271,196,22.6802,196
abs_diff_i32_o16,32,16,128,5,3,8192,1/8,3,32.133,496,22.4271,196,24.1405,196
abs_diff_i32_o16,32,16,128,5,3,16384,1/4,3,32.133,496,22.4271,196,22.4431,196
abs_diff_i32_o16,32,16,128,5,3,32768,1/2,3,32.133,496,22.4271,196,21.8983,196
