benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
madd_i15_o10,15,10,128,5,1,64,1/16,1,30.0625,375,14.5417,343,14.6527,285
madd_i15_o10,15,10,128,5,1,128,1/8,1,30.0625,375,14.5417,343,33.2592,323
madd_i15_o10,15,10,128,5,1,256,1/4,1,30.0625,375,14.5417,343,13.3781,340
madd_i15_o10,15,10,128,5,1,512,1/2,1,30.0625,375,14.5417,343,18.9756,343
madd_i15_o10,15,10,128,5,2,64,1/16,1,30.0625,375,21.0483,356,21.9105,298
madd_i15_o10,15,10,128,5,2,128,1/8,1,30.0625,375,21.0483,356,26.3684,336
madd_i15_o10,15,10,128,5,2,256,1/4,1,30.0625,375,21.0483,356,19.4895,353
madd_i15_o10,15,10,128,5,2,512,1/2,1,30.0625,375,21.0483,356,14.7618,356
madd_i15_o10,15,10,128,5,3,64,1/16,1,30.0625,375,17.237,356,11.3869,298
madd_i15_o10,15,10,128,5,3,128,1/8,1,30.0625,375,17.237,356,12.1268,336
madd_i15_o10,15,10,128,5,3,256,1/4,1,30.0625,375,17.237,356,12.7935,353
madd_i15_o10,15,10,128,5,3,512,1/2,1,30.0625,375,17.237,356,15.9279,356
madd_i15_o10,15,10,128,5,1,64,1/16,2,22.538,375,12.1187,331,10.5868,277
madd_i15_o10,15,10,128,5,1,128,1/8,2,22.538,375,12.1187,331,21.6923,311
madd_i15_o10,15,10,128,5,1,256,1/4,2,22.538,375,12.1187,331,11.5623,328
madd_i15_o10,15,10,128,5,1,512,1/2,2,22.538,375,12.1187,331,11.6858,331
madd_i15_o10,15,10,128,5,2,64,1/16,2,22.538,375,23.8938,335,12.373,277
madd_i15_o10,15,10,128,5,2,128,1/8,2,22.538,375,23.8938,335,17.6003,315
madd_i15_o10,15,10,128,5,2,256,1/4,2,22.538,375,23.8938,335,11.688,332
madd_i15_o10,15,10,128,5,2,512,1/2,2,22.538,375,23.8938,335,11.6704,335
madd_i15_o10,15,10,128,5,3,64,1/16,2,22.538,375,12.0002,351,10.3029,293
madd_i15_o10,15,10,128,5,3,128,1/8,2,22.538,375,12.0002,351,11.7823,331
madd_i15_o10,15,10,128,5,3,256,1/4,2,22.538,375,12.0002,351,11.7324,348
madd_i15_o10,15,10,128,5,3,512,1/2,2,22.538,375,12.0002,351,11.9247,351
madd_i15_o10,15,10,128,5,1,64,1/16,3,13.311,375,12.4524,360,11.1043,302
madd_i15_o10,15,10,128,5,1,128,1/8,3,13.311,375,12.4524,360,11.7252,340
madd_i15_o10,15,10,128,5,1,256,1/4,3,13.311,375,12.4524,360,12.0652,357
madd_i15_o10,15,10,128,5,1,512,1/2,3,13.311,375,12.4524,360,12.3227,360
madd_i15_o10,15,10,128,5,2,64,1/16,3,13.311,375,12.0436,356,10.7202,298
madd_i15_o10,15,10,128,5,2,128,1/8,3,13.311,375,12.0436,356,11.5802,336
madd_i15_o10,15,10,128,5,2,256,1/4,3,13.311,375,12.0436,356,11.8903,353
madd_i15_o10,15,10,128,5,2,512,1/2,3,13.311,375,12.0436,356,12.0899,356
madd_i15_o10,15,10,128,5,3,64,1/16,3,13.311,375,11.4907,343,9.981,285
madd_i15_o10,15,10,128,5,3,128,1/8,3,13.311,375,11.4907,343,10.8232,323
madd_i15_o10,15,10,128,5,3,256,1/4,3,13.311,375,11.4907,343,11.5161,340
madd_i15_o10,15,10,128,5,3,512,1/2,3,13.311,375,11.4907,343,11.6594,343
