benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
adder_i8_o5,8,5,128,5,1,2,1/16,1,2.2355,52,1.6721,47,0.8872,15
adder_i8_o5,8,5,128,5,1,4,1/8,1,2.2355,52,1.6721,47,1.18,30
adder_i8_o5,8,5,128,5,1,8,1/4,1,2.2355,52,1.6721,47,1.5407,45
adder_i8_o5,8,5,128,5,1,16,1/2,1,2.2355,52,1.6721,47,1.7299,47
adder_i8_o5,8,5,128,5,2,2,1/16,1,2.2355,52,1.5423,42,0.8088,10
adder_i8_o5,8,5,128,5,2,4,1/8,1,2.2355,52,1.5423,42,1.1099,25
adder_i8_o5,8,5,128,5,2,8,1/4,1,2.2355,52,1.5423,42,1.3684,40
adder_i8_o5,8,5,128,5,2,16,1/2,1,2.2355,52,1.5423,42,1.4421,42
adder_i8_o5,8,5,128,5,3,2,1/16,1,2.2355,52,1.4871,42,0.8234,10
adder_i8_o5,8,5,128,5,3,4,1/8,1,2.2355,52,1.4871,42,1.1402,25
adder_i8_o5,8,5,128,5,3,8,1/4,1,2.2355,52,1.4871,42,1.4805,40
adder_i8_o5,8,5,128,5,3,16,1/2,1,2.2355,52,1.4871,42,1.6492,42
adder_i8_o5,8,5,128,5,1,2,1/16,2,2.3018,52,1.5803,42,0.8124,10
adder_i8_o5,8,5,128,5,1,4,1/8,2,2.3018,52,1.5803,42,1.0887,25
adder_i8_o5,8,5,128,5,1,8,1/4,2,2.3018,52,1.5803,42,1.5334,40
adder_i8_o5,8,5,128,5,1,16,1/2,2,2.3018,52,1.5803,42,1.5876,42
adder_i8_o5,8,5,128,5,2,2,1/16,2,2.3018,52,1.4628,38,0.8342,10
adder_i8_o5,8,5,128,5,2,4,1/8,2,2.3018,52,1.4628,38,1.0932,21
adder_i8_o5,8,5,128,5,2,8,1/4,2,2.3018,52,1.4628,38,1.4786,36
adder_i8_o5,8,5,128,5,2,16,1/2,2,2.3018,52,1.4628,38,1.4034,38
adder_i8_o5,8,5,128,5,3,2,1/16,2,2.3018,52,1.4174,42,0.8629,10
adder_i8_o5,8,5,128,5,3,4,1/8,2,2.3018,52,1.4174,42,1.1458,25
adder_i8_o5,8,5,128,5,3,8,1/4,2,2.3018,52,1.4174,42,1.4895,40
adder_i8_o5,8,5,128,5,3,16,1/2,2,2.3018,52,1.4174,42,1.6003,42
adder_i8_o5,8,5,128,5,1,2,1/16,3,2.2511,52,1.5068,42,0.8486,10
adder_i8_o5,8,5,128,5,1,4,1/8,3,2.2511,52,1.5068,42,1.1283,25
adder_i8_o5,8,5,128,5,1,8,1/4,3,2.2511,52,1.5068,42,1.4195,40
adder_i8_o5,8,5,128,5,1,16,1/2,3,2.2511,52,1.5068,42,1.4148,42
adder_i8_o5,8,5,128,5,2,2,1/16,3,2.2511,52,1.7579,47,0.9498,15
adder_i8_o5,8,5,128,5,2,4,1/8,3,2.2511,52,1.7579,47,1.3234,30
adder_i8_o5,8,5,128,5,2,8,1/4,3,2.2511,52,1.7579,47,1.5325,45
adder_i8_o5,8,5,128,5,2,16,1/2,3,2.2511,52,1.7579,47,1.7165,47
adder_i8_o5,8,5,128,5,3,2,1/16,3,2.2511,52,1.5739,42,0.8432,10
adder_i8_o5,8,5,128,5,3,4,1/8,3,2.2511,52,1.5739,42,1.1498,25
adder_i8_o5,8,5,128,5,3,8,1/4,3,2.2511,52,1.5739,42,1.5268,40
adder_i8_o5,8,5,128,5,3,16,1/2,3,2.2511,52,1.5739,42,1.5779,42
