benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
abs_diff_i44_o22,44,22,128,5,1,262144,1/16,1,3612.0253,686,3376.9655,685,3077.237,632
abs_diff_i44_o22,44,22,128,5,1,524288,1/8,1,3612.0253,686,3376.9655,685,2973.4042,651
abs_diff_i44_o22,44,22,128,5,1,1048576,1/4,1,3612.0253,686,3376.9655,685,3448.3888,672
abs_diff_i44_o22,44,22,128,5,1,2097152,1/2,1,3612.0253,686,3376.9655,685,3111.4689,685
abs_diff_i44_o22,44,22,128,5,2,262144,1/16,1,3612.0253,686,3550.2001,327,3341.2804,327
abs_diff_i44_o22,44,22,128,5,2,524288,1/8,1,3612.0253,686,3550.2001,327,3542.5693,327
abs_diff_i44_o22,44,22,128,5,2,1048576,1/4,1,3612.0253,686,3550.2001,327,3203.4975,327
abs_diff_i44_o22,44,22,128,5,2,2097152,1/2,1,3612.0253,686,3550.2001,327,3319.864,327
abs_diff_i44_o22,44,22,128,5,3,262144,1/16,1,3612.0253,686,3360.8147,685,3319.6349,632
abs_diff_i44_o22,44,22,128,5,3,524288,1/8,1,3612.0253,686,3360.8147,685,3647.1078,651
abs_diff_i44_o22,44,22,128,5,3,1048576,1/4,1,3612.0253,686,3360.8147,685,3354.9671,672
abs_diff_i44_o22,44,22,128,5,3,2097152,1/2,1,3612.0253,686,3360.8147,685,3333.8425,685
abs_diff_i44_o22,44,22,128,5,1,262144,1/16,2,3334.6961,686,3332.488,325,3578.3453,325
abs_diff_i44_o22,44,22,128,5,1,524288,1/8,2,3334.6961,686,3332.488,325,3548.9753,325
abs_diff_i44_o22,44,22,128,5,1,1048576,1/4,2,3334.6961,686,3332.488,325,3589.0126,325
abs_diff_i44_o22,44,22,128,5,1,2097152,1/2,2,3334.6961,686,3332.488,325,3229.9427,325
abs_diff_i44_o22,44,22,128,5,2,262144,1/16,2,3334.6961,686,3359.2859,685,3249.5529,632
abs_diff_i44_o22,44,22,128,5,2,524288,1/8,2,3334.6961,686,3359.2859,685,3379.6685,651
abs_diff_i44_o22,44,22,128,5,2,1048576,1/4,2,3334.6961,686,3359.2859,685,3592.2113,672
abs_diff_i44_o22,44,22,128,5,2,2097152,1/2,2,3334.6961,686,3359.2859,685,3505.7343,685
abs_diff_i44_o22,44,22,128,5,3,262144,1/16,2,3334.6961,686,3445.6513,685,3361.8743,632
abs_diff_i44_o22,44,22,128,5,3,524288,1/8,2,3334.6961,686,3445.6513,685,3374.9356,651
abs_diff_i44_o22,44,22,128,5,3,1048576,1/4,2,3334.6961,686,3445.6513,685,3230.3798,672
abs_diff_i44_o22,44,22,128,5,3,2097152,1/2,2,3334.6961,686,3445.6513,685,3525.5368,685
abs_diff_i44_o22,44,22,128,5,1,262144,1/16,3,3202.0066,686,3614.5142,685,3214.2415,632
abs_diff_i44_o22,44,22,128,5,1,524288,1/8,3,3202.0066,686,3614.5142,685,3555.7027,651
abs_diff_i44_o22,44,22,128,5,1,1048576,1/4,3,3202.0066,686,3614.5142,685,3385.5574,672
abs_diff_i44_o22,44,22,128,5,1,2097152,1/2,3,3202.0066,686,3614.5142,685,3632.0669,685
abs_diff_i44_o22,44,22,128,5,2,262144,1/16,3,3202.0066,686,3623.2629,685,3328.3704,632
abs_diff_i44_o22,44,22,128,5,2,524288,1/8,3,3202.0066,686,3623.2629,685,3594.1426,651
abs_diff_i44_o22,44,22,128,5,2,1048576,1/4,3,3202.0066,686,3623.2629,685,3356.7386,672
abs_diff_i44_o22,44,22,128,5,2,2097152,1/2,3,3202.0066,686,3623.2629,685,3314.5859,685
abs_diff_i44_o22,44,22,128,5,3,262144,1/16,3,3202.0066,686,3289.3776,316,3430.1127,316
abs_diff_i44_o22,44,22,128,5,3,524288,1/8,3,3202.0066,686,3289.3776,316,3226.2704,316
abs_diff_i44_o22,44,22,128,5,3,1048576,1/4,3,3202.0066,686,3289.3776,316,3458.6855,316
abs_diff_i44_o22,44,22,128,5,3,2097152,1/2,3,3202.0066,686,3289.3776,316,3673.8011,316
