benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
adder_i12_o7,12,7,128,5,1,8,1/16,1,4.0831,82,2.7802,77,2.0737,45
adder_i12_o7,12,7,128,5,1,16,1/8,1,4.0831,82,2.7802,77,2.2734,60
adder_i12_o7,12,7,128,5,1,32,1/4,1,4.0831,82,2.7802,77,2.8506,75
adder_i12_o7,12,7,128,5,1,64,1/2,1,4.0831,82,2.7802,77,2.9851,77
adder_i12_o7,12,7,128,5,2,8,1/16,1,4.0831,82,2.6709,64,1.6221,32
adder_i12_o7,12,7,128,5,2,16,1/8,1,4.0831,82,2.6709,64,1.949,47
adder_i12_o7,12,7,128,5,2,32,1/4,1,4.0831,82,2.6709,64,2.4064,62
adder_i12_o7,12,7,128,5,2,64,1/2,1,4.0831,82,2.6709,64,2.5077,64
adder_i12_o7,12,7,128,5,3,8,1/16,1,4.0831,82,2.7602,68,2.1136,36
adder_i12_o7,12,7,128,5,3,16,1/8,1,4.0831,82,2.7602,68,2.1058,51
adder_i12_o7,12,7,128,5,3,32,1/4,1,4.0831,82,2.7602,68,2.8885,66
adder_i12_o7,12,7,128,5,3,64,1/2,1,4.0831,82,2.7602,68,2.5319,68
adder_i12_o7,12,7,128,5,1,8,1/16,2,3.6125,82,3.0271,60,1.6449,32
adder_i12_o7,12,7,128,5,1,16,1/8,2,3.6125,82,3.0271,60,1.9274,43
adder_i12_o7,12,7,128,5,1,32,1/4,2,3.6125,82,3.0271,60,2.3381,58
adder_i12_o7,12,7,128,5,1,64,1/2,2,3.6125,82,3.0271,60,2.4149,60
adder_i12_o7,12,7,128,5,2,8,1/16,2,3.6125,82,2.4224,60,1.6962,32
adder_i12_o7,12,7,128,5,2,16,1/8,2,3.6125,82,2.4224,60,1.9656,43
adder_i12_o7,12,7,128,5,2,32,1/4,2,3.6125,82,2.4224,60,2.4623,58
adder_i12_o7,12,7,128,5,2,64,1/2,2,3.6125,82,2.4224,60,2.3489,60
adder_i12_o7,12,7,128,5,3,8,1/16,2,3.6125,82,2.5613,64,1.5402,32
adder_i12_o7,12,7,128,5,3,16,1/8,2,3.6125,82,2.5613,64,2.1514,47
adder_i12_o7,12,7,128,5,3,32,1/4,2,3.6125,82,2.5613,64,2.4205,62
adder_i12_o7,12,7,128,5,3,64,1/2,2,3.6125,82,2.5613,64,2.48,64
adder_i12_o7,12,7,128,5,1,8,1/16,3,3.5346,82,2.3267,60,1.852,32
adder_i12_o7,12,7,128,5,1,16,1/8,3,3.5346,82,2.3267,60,1.8599,43
adder_i12_o7,12,7,128,5,1,32,1/4,3,3.5346,82,2.3267,60,2.8729,58
adder_i12_o7,12,7,128,5,1,64,1/2,3,3.5346,82,2.3267,60,2.3252,60
adder_i12_o7,12,7,128,5,2,8,1/16,3,3.5346,82,2.8059,64,1.5699,32
adder_i12_o7,12,7,128,5,2,16,1/8,3,3.5346,82,2.8059,64,2.1207,47
adder_i12_o7,12,7,128,5,2,32,1/4,3,3.5346,82,2.8059,64,2.4331,62
adder_i12_o7,12,7,128,5,2,64,1/2,3,3.5346,82,2.8059,64,2.4555,64
adder_i12_o7,12,7,128,5,3,8,1/16,3,3.5346,82,2.5387,64,1.6114,32
adder_i12_o7,12,7,128,5,3,16,1/8,3,3.5346,82,2.5387,64,2.0348,47
adder_i12_o7,12,7,128,5,3,32,1/4,3,3.5346,82,2.5387,64,2.4367,62
adder_i12_o7,12,7,128,5,3,64,1/2,3,3.5346,82,2.5387,64,2.4901,64
