benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
abs_diff_i24_o12,24,12,128,5,1,256,1/16,1,14.8952,386,16.5342,385,11.88,327
abs_diff_i24_o12,24,12,128,5,1,512,1/8,1,14.8952,386,16.5342,385,12.8737,352
abs_diff_i24_o12,24,12,128,5,1,1024,1/4,1,14.8952,386,16.5342,385,16.259,376
abs_diff_i24_o12,24,12,128,5,1,2048,1/2,1,14.8952,386,16.5342,385,13.7117,385
abs_diff_i24_o12,24,12,128,5,2,256,1/16,1,14.8952,386,13.6143,385,12.1444,327
abs_diff_i24_o12,24,12,128,5,2,512,1/8,1,14.8952,386,13.6143,385,12.791,352
abs_diff_i24_o12,24,12,128,5,2,1024,1/4,1,14.8952,386,13.6143,385,13.3306,376
abs_diff_i24_o12,24,12,128,5,2,2048,1/2,1,14.8952,386,13.6143,385,15.0451,385
abs_diff_i24_o12,24,12,128,5,3,256,1/16,1,14.8952,386,7.7598,188,7.0949,164
abs_diff_i24_o12,24,12,128,5,3,512,1/8,1,14.8952,386,7.7598,188,7.0351,164
abs_diff_i24_o12,24,12,128,5,3,1024,1/4,1,14.8952,386,7.7598,188,7.8,188
abs_diff_i24_o12,24,12,128,5,3,2048,1/2,1,14.8952,386,7.7598,188,9.3689,188
abs_diff_i24_o12,24,12,128,5,1,256,1/16,2,15.1987,386,7.5452,177,7.5679,177
abs_diff_i24_o12,24,12,128,5,1,512,1/8,2,15.1987,386,7.5452,177,9.314,177
abs_diff_i24_o12,24,12,128,5,1,1024,1/4,2,15.1987,386,7.5452,177,7.5065,177
abs_diff_i24_o12,24,12,128,5,1,2048,1/2,2,15.1987,386,7.5452,177,7.6015,177
abs_diff_i24_o12,24,12,128,5,2,256,1/16,2,15.1987,386,14.1325,385,15.3605,327
abs_diff_i24_o12,24,12,128,5,2,512,1/8,2,15.1987,386,14.1325,385,12.7217,352
abs_diff_i24_o12,24,12,128,5,2,1024,1/4,2,15.1987,386,14.1325,385,13.2312,376
abs_diff_i24_o12,24,12,128,5,2,2048,1/2,2,15.1987,386,14.1325,385,14.1566,385
abs_diff_i24_o12,24,12,128,5,3,256,1/16,2,15.1987,386,14.0865,385,11.717,327
abs_diff_i24_o12,24,12,128,5,3,512,1/8,2,15.1987,386,14.0865,385,13.3669,352
abs_diff_i24_o12,24,12,128,5,3,1024,1/4,2,15.1987,386,14.0865,385,13.6536,376
abs_diff_i24_o12,24,12,128,5,3,2048,1/2,2,15.1987,386,14.0865,385,13.7426,385
abs_diff_i24_o12,24,12,128,5,1,256,1/16,3,15.6312,386,13.435,376,12.0047,327
abs_diff_i24_o12,24,12,128,5,1,512,1/8,3,15.6312,386,13.435,376,14.4908,352
abs_diff_i24_o12,24,12,128,5,1,1024,1/4,3,15.6312,386,13.435,376,13.4493,376
abs_diff_i24_o12,24,12,128,5,1,2048,1/2,3,15.6312,386,13.435,376,13.5932,376
abs_diff_i24_o12,24,12,128,5,2,256,1/16,3,15.6312,386,15.3141,385,12.3977,327
abs_diff_i24_o12,24,12,128,5,2,512,1/8,3,15.6312,386,15.3141,385,12.6113,352
abs_diff_i24_o12,24,12,128,5,2,1024,1/4,3,15.6312,386,15.3141,385,13.8368,376
abs_diff_i24_o12,24,12,128,5,2,2048,1/2,3,15.6312,386,15.3141,385,13.6841,385
abs_diff_i24_o12,24,12,128,5,3,256,1/16,3,15.6312,386,7.4682,180,7.4817,180
abs_diff_i24_o12,24,12,128,5,3,512,1/8,3,15.6312,386,7.4682,180,9.2332,180
abs_diff_i24_o12,24,12,128,5,3,1024,1/4,3,15.6312,386,7.4682,180,7.33,180
abs_diff_i24_o12,24,12,128,5,3,2048,1/2,3,15.6312,386,7.4682,180,7.4699,180
