benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
abs_diff_i16_o8,16,8,128,5,1,16,1/16,1,8.0985,260,7.1245,259,5.8969,204
abs_diff_i16_o8,16,8,128,5,1,32,1/8,1,8.0985,260,7.1245,259,6.3808,227
abs_diff_i16_o8,16,8,128,5,1,64,1/4,1,8.0985,260,7.1245,259,7.0235,250
abs_diff_i16_o8,16,8,128,5,1,128,1/2,1,8.0985,260,7.1245,259,7.4732,259
abs_diff_i16_o8,16,8,128,5,2,16,1/16,1,8.0985,260,7.4871,259,6.0832,204
abs_diff_i16_o8,16,8,128,5,2,32,1/8,1,8.0985,260,7.4871,259,6.4273,227
abs_diff_i16_o8,16,8,128,5,2,64,1/4,1,8.0985,260,7.4871,259,6.8314,250
abs_diff_i16_o8,16,8,128,5,2,128,1/2,1,8.0985,260,7.4871,259,7.061,259
abs_diff_i16_o8,16,8,128,5,3,16,1/16,1,8.0985,260,7.0686,259,5.8913,204
abs_diff_i16_o8,16,8,128,5,3,32,1/8,1,8.0985,260,7.0686,259,6.3254,227
abs_diff_i16_o8,16,8,128,5,3,64,1/4,1,8.0985,260,7.0686,259,6.7334,250
abs_diff_i16_o8,16,8,128,5,3,128,1/2,1,8.0985,260,7.0686,259,7.0242,259
abs_diff_i16_o8,16,8,128,5,1,16,1/16,2,7.7846,260,7.2822,259,5.9058,204
abs_diff_i16_o8,16,8,128,5,1,32,1/8,2,7.7846,260,7.2822,259,6.6202,227
abs_diff_i16_o8,16,8,128,5,1,64,1/4,2,7.7846,260,7.2822,259,6.9554,250
abs_diff_i16_o8,16,8,128,5,1,128,1/2,2,7.7846,260,7.2822,259,7.2897,259
abs_diff_i16_o8,16,8,128,5,2,16,1/16,2,7.7846,260,7.132,259,5.9895,204
abs_diff_i16_o8,16,8,128,5,2,32,1/8,2,7.7846,260,7.132,259,6.4886,227
abs_diff_i16_o8,16,8,128,5,2,64,1/4,2,7.7846,260,7.132,259,6.9731,250
abs_diff_i16_o8,16,8,128,5,2,128,1/2,2,7.7846,260,7.132,259,7.7569,259
abs_diff_i16_o8,16,8,128,5,3,16,1/16,2,7.7846,260,7.167,260,6.0785,205
abs_diff_i16_o8,16,8,128,5,3,32,1/8,2,7.7846,260,7.167,260,6.5612,228
abs_diff_i16_o8,16,8,128,5,3,64,1/4,2,7.7846,260,7.167,260,6.9152,251
abs_diff_i16_o8,16,8,128,5,3,128,1/2,2,7.7846,260,7.167,260,7.0294,260
abs_diff_i16_o8,16,8,128,5,1,16,1/16,3,7.794,260,4.4063,131,3.6382,104
abs_diff_i16_o8,16,8,128,5,1,32,1/8,3,7.794,260,4.4063,131,3.7715,108
abs_diff_i16_o8,16,8,128,5,1,64,1/4,3,7.794,260,4.4063,131,4.4619,131
abs_diff_i16_o8,16,8,128,5,1,128,1/2,3,7.794,260,4.4063,131,4.5615,131
abs_diff_i16_o8,16,8,128,5,2,16,1/16,3,7.794,260,4.2747,123,4.2798,123
abs_diff_i16_o8,16,8,128,5,2,32,1/8,3,7.794,260,4.2747,123,4.2154,123
abs_diff_i16_o8,16,8,128,5,2,64,1/4,3,7.794,260,4.2747,123,4.2002,123
abs_diff_i16_o8,16,8,128,5,2,128,1/2,3,7.794,260,4.2747,123,4.1378,123
abs_diff_i16_o8,16,8,128,5,3,16,1/16,3,7.794,260,7.2343,259,5.8435,204
abs_diff_i16_o8,16,8,128,5,3,32,1/8,3,7.794,260,7.2343,259,6.8888,227
abs_diff_i16_o8,16,8,128,5,3,64,1/4,3,7.794,260,7.2343,259,6.9343,250
abs_diff_i16_o8,16,8,128,5,3,128,1/2,3,7.794,260,7.2343,259,6.9574,259
