benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
madd_i9_o6,9,6,128,5,1,4,1/16,1,5.8401,118,4.5319,108,2.6289,58
madd_i9_o6,9,6,128,5,1,8,1/8,1,5.8401,118,4.5319,108,3.6933,90
madd_i9_o6,9,6,128,5,1,16,1/4,1,5.8401,118,4.5319,108,4.0103,105
madd_i9_o6,9,6,128,5,1,32,1/2,1,5.8401,118,4.5319,108,4.3558,108
madd_i9_o6,9,6,128,5,2,4,1/16,1,5.8401,118,4.2051,108,2.7329,58
madd_i9_o6,9,6,128,5,2,8,1/8,1,5.8401,118,4.2051,108,3.6393,90
madd_i9_o6,9,6,128,5,2,16,1/4,1,5.8401,118,4.2051,108,4.0926,105
madd_i9_o6,9,6,128,5,2,32,1/2,1,5.8401,118,4.2051,108,4.2384,108
madd_i9_o6,9,6,128,5,3,4,1/16,1,5.8401,118,4.0398,108,2.7691,58
madd_i9_o6,9,6,128,5,3,8,1/8,1,5.8401,118,4.0398,108,3.678,90
madd_i9_o6,9,6,128,5,3,16,1/4,1,5.8401,118,4.0398,108,4.3486,105
madd_i9_o6,9,6,128,5,3,32,1/2,1,5.8401,118,4.0398,108,4.2224,108
madd_i9_o6,9,6,128,5,1,4,1/16,2,5.2921,118,4.5853,113,2.9306,63
madd_i9_o6,9,6,128,5,1,8,1/8,2,5.2921,118,4.5853,113,3.8497,95
madd_i9_o6,9,6,128,5,1,16,1/4,2,5.2921,118,4.5853,113,4.2816,110
madd_i9_o6,9,6,128,5,1,32,1/2,2,5.2921,118,4.5853,113,4.4108,113
madd_i9_o6,9,6,128,5,2,4,1/16,2,5.2921,118,3.9593,104,2.5529,54
madd_i9_o6,9,6,128,5,2,8,1/8,2,5.2921,118,3.9593,104,3.5961,86
madd_i9_o6,9,6,128,5,2,16,1/4,2,5.2921,118,3.9593,104,3.8966,101
madd_i9_o6,9,6,128,5,2,32,1/2,2,5.2921,118,3.9593,104,3.8265,104
madd_i9_o6,9,6,128,5,3,4,1/16,2,5.2921,118,3.7352,99,2.452,53
madd_i9_o6,9,6,128,5,3,8,1/8,2,5.2921,118,3.7352,99,3.3055,81
madd_i9_o6,9,6,128,5,3,16,1/4,2,5.2921,118,3.7352,99,3.7777,96
madd_i9_o6,9,6,128,5,3,32,1/2,2,5.2921,118,3.7352,99,3.8944,99
madd_i9_o6,9,6,128,5,1,4,1/16,3,4.9509,118,3.9853,108,2.6719,58
madd_i9_o6,9,6,128,5,1,8,1/8,3,4.9509,118,3.9853,108,3.6003,90
madd_i9_o6,9,6,128,5,1,16,1/4,3,4.9509,118,3.9853,108,3.8637,105
madd_i9_o6,9,6,128,5,1,32,1/2,3,4.9509,118,3.9853,108,3.9271,108
madd_i9_o6,9,6,128,5,2,4,1/16,3,4.9509,118,4.1604,113,3.2276,63
madd_i9_o6,9,6,128,5,2,8,1/8,3,4.9509,118,4.1604,113,3.7855,95
madd_i9_o6,9,6,128,5,2,16,1/4,3,4.9509,118,4.1604,113,4.9014,110
madd_i9_o6,9,6,128,5,2,32,1/2,3,4.9509,118,4.1604,113,4.199,113
madd_i9_o6,9,6,128,5,3,4,1/16,3,4.9509,118,4.1942,113,2.6694,63
madd_i9_o6,9,6,128,5,3,8,1/8,3,4.9509,118,4.1942,113,3.7042,95
madd_i9_o6,9,6,128,5,3,16,1/4,3,4.9509,118,4.1942,113,4.092,110
madd_i9_o6,9,6,128,5,3,32,1/2,3,4.9509,118,4.1942,113,4.2274,113
