benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
abs_diff_i20_o10,20,10,128,5,1,64,1/16,1,25.137,340,13.137,339,11.3073,272
abs_diff_i20_o10,20,10,128,5,1,128,1/8,1,25.137,340,13.137,339,21.0842,303
abs_diff_i20_o10,20,10,128,5,1,256,1/4,1,25.137,340,13.137,339,11.0057,330
abs_diff_i20_o10,20,10,128,5,1,512,1/2,1,25.137,340,13.137,339,10.6279,339
abs_diff_i20_o10,20,10,128,5,2,64,1/16,1,25.137,340,5.12,133,5.1453,133
abs_diff_i20_o10,20,10,128,5,2,128,1/8,1,25.137,340,5.12,133,5.2932,133
abs_diff_i20_o10,20,10,128,5,2,256,1/4,1,25.137,340,5.12,133,5.2431,133
abs_diff_i20_o10,20,10,128,5,2,512,1/2,1,25.137,340,5.12,133,5.1001,133
abs_diff_i20_o10,20,10,128,5,3,64,1/16,1,25.137,340,5.759,153,5.994,153
abs_diff_i20_o10,20,10,128,5,3,128,1/8,1,25.137,340,5.759,153,5.7232,153
abs_diff_i20_o10,20,10,128,5,3,256,1/4,1,25.137,340,5.759,153,5.6622,153
abs_diff_i20_o10,20,10,128,5,3,512,1/2,1,25.137,340,5.759,153,5.8505,153
abs_diff_i20_o10,20,10,128,5,1,64,1/16,2,11.7424,340,10.8394,340,9.1138,273
abs_diff_i20_o10,20,10,128,5,1,128,1/8,2,11.7424,340,10.8394,340,10.0192,304
abs_diff_i20_o10,20,10,128,5,1,256,1/4,2,11.7424,340,10.8394,340,10.4191,331
abs_diff_i20_o10,20,10,128,5,1,512,1/2,2,11.7424,340,10.8394,340,11.5098,340
abs_diff_i20_o10,20,10,128,5,2,64,1/16,2,11.7424,340,10.6839,339,9.1229,272
abs_diff_i20_o10,20,10,128,5,2,128,1/8,2,11.7424,340,10.6839,339,9.9034,303
abs_diff_i20_o10,20,10,128,5,2,256,1/4,2,11.7424,340,10.6839,339,10.9552,330
abs_diff_i20_o10,20,10,128,5,2,512,1/2,2,11.7424,340,10.6839,339,10.8594,339
abs_diff_i20_o10,20,10,128,5,3,64,1/16,2,11.7424,340,10.9506,339,9.1402,272
abs_diff_i20_o10,20,10,128,5,3,128,1/8,2,11.7424,340,10.9506,339,10.0691,303
abs_diff_i20_o10,20,10,128,5,3,256,1/4,2,11.7424,340,10.9506,339,10.7087,330
abs_diff_i20_o10,20,10,128,5,3,512,1/2,2,11.7424,340,10.9506,339,11.0229,339
abs_diff_i20_o10,20,10,128,5,1,64,1/16,3,11.7147,340,10.7335,339,9.0653,272
abs_diff_i20_o10,20,10,128,5,1,128,1/8,3,11.7147,340,10.7335,339,10.0697,303
abs_diff_i20_o10,20,10,128,5,1,256,1/4,3,11.7147,340,10.7335,339,10.5628,330
abs_diff_i20_o10,20,10,128,5,1,512,1/2,3,11.7147,340,10.7335,339,11.1783,339
abs_diff_i20_o10,20,10,128,5,2,64,1/16,3,11.7147,340,10.8515,339,9.1567,272
abs_diff_i20_o10,20,10,128,5,2,128,1/8,3,11.7147,340,10.8515,339,9.8939,303
abs_diff_i20_o10,20,10,128,5,2,256,1/4,3,11.7147,340,10.8515,339,10.648,330
abs_diff_i20_o10,20,10,128,5,2,512,1/2,3,11.7147,340,10.8515,339,10.8173,339
abs_diff_i20_o10,20,10,128,5,3,64,1/16,3,11.7147,340,11.0646,340,9.1379,273
abs_diff_i20_o10,20,10,128,5,3,128,1/8,3,11.7147,340,11.0646,340,9.9462,304
abs_diff_i20_o10,20,10,128,5,3,256,1/4,3,11.7147,340,11.0646,340,10.663,331
abs_diff_i20_o10,20,10,128,5,3,512,1/2,3,11.7147,340,11.0646,340,11.0869,340
