benchmark,mode,setup_s,gen_s,exec_s,import_s,overhead_s,total_s,exec_pct,gen_pct
abs_diff_i8_o4,sequential,1.2605,0.6073,24.1159,0.0036,0.0007,25.988,92.8,2.3
abs_diff_i8_o4,parallel,1.2468,0.6304,1.7795,0.0033,0.0007,3.6608,48.6,17.2
