benchmark,et,method,labelling_calls,labelling_s,rewriting_calls,rewriting_s,verification_calls,verification_s,total_z3_calls,total_s,exact_area,approx_area
abs_diff_i8_o4,2,full,270,5.367,10,5.081,2,0.437,282,22.57,74.6187,70.8643
