benchmark,et,method,labelling_calls,labelling_s,rewriting_calls,rewriting_s,verification_calls,verification_s,total_z3_calls,total_s,exact_area,approx_area
adder_i4_o3,2,warmstart,17,0.918,9,2.245,8,1.624,34,12.64,22.5264,1.4079
