benchmark,et,method,labelling_calls,labelling_s,rewriting_calls,rewriting_s,verification_calls,verification_s,total_z3_calls,total_s,exact_area,approx_area
adder_i4_o3,2,prefilter,0,0.0,2,0.466,4,0.806,6,6.65,22.5264,5.6316
