benchmark,et,method,labelling_calls,labelling_s,rewriting_calls,rewriting_s,verification_calls,verification_s,total_z3_calls,total_s,exact_area,approx_area
dct4c3_i16_o9,32,exact,1503,34.234,26,38.393,12,5.157,1541,251.28,392.804,378.256
