benchmark,mode,setup_s,gen_s,exec_s,import_s,overhead_s,total_s,exec_pct,gen_pct
abs_diff_i36_o18,sequential,2.2591,21.4669,2117.4059,0.0186,0.004,2141.1544,98.9,1.0
abs_diff_i36_o18,parallel,2.2702,21.5863,88.3261,0.0194,0.0043,112.2063,78.7,19.2
