benchmark,num_inputs,num_outputs,num_cpu_cores,partial_cutoff,repeat,sequential_s,parallel_s,speedup
abs_diff_i4_o2,4,2,128,4,1,5.4716,1.8673,2.9302
abs_diff_i4_o2,4,2,128,4,2,5.4912,1.6622,3.3035
abs_diff_i4_o2,4,2,128,4,3,6.0982,1.8671,3.2661
