benchmark,num_inputs,num_outputs,num_cpu_cores,partial_cutoff,repeat,sequential_s,parallel_s,speedup
abs_diff_i16_o8,16,8,128,4,1,79.8226,9.1945,8.6816
abs_diff_i16_o8,16,8,128,4,2,80.3545,8.0914,9.9308
abs_diff_i16_o8,16,8,128,4,3,81.303,8.0526,10.0965
