benchmark,num_inputs,num_outputs,num_cpu_cores,partial_cutoff,repeat,sequential_s,parallel_s,speedup
adder_i6_o4,6,4,128,4,1,9.668,1.6443,5.8799
adder_i6_o4,6,4,128,4,2,9.3375,1.5663,5.9615
adder_i6_o4,6,4,128,4,3,9.1515,1.6525,5.5379
