benchmark,mode,setup_s,gen_s,exec_s,import_s,overhead_s,total_s,exec_pct,gen_pct
mul_i14_o14,sequential,2.0437,26.4655,1014.8996,0.0212,0.005,1043.435,97.3,2.5
mul_i14_o14,parallel,2.0611,26.642,26.1823,0.02,0.0051,54.9107,47.7,48.5
