benchmark,mode,setup_s,gen_s,exec_s,import_s,overhead_s,total_s,exec_pct,gen_pct
mul_i12_o12,sequential,1.7657,12.0079,248.9987,0.016,0.0033,262.7916,94.8,4.6
mul_i12_o12,parallel,1.8947,12.1845,7.1809,0.0145,0.0034,21.278,33.7,57.3
